Afrik	Afrika
Naypyidaw	Naypyidaw
100 (nonm)	100 (tall)
Jenou	Kne
Zabriko	Aprikos
Pierre Curie	Pierre Curie
Bouya	Tåke
Alimèt	Fyrstikk
Klas (biyoloji)	Klasse (biologi)
Poligòn	Polygon
Mache	Marked
Swa	Silke
Lame	Hær
Demografi	Demografi
Kwomozòm	Kromosom
Alyaj	Legering
Bălţi	Bălți
Pò Vila	Port Vila
Ekosistèm	Økosystem
Auckland Grammar School	Auckland Grammar School
Milwaukee, Wisconsin	Milwaukee
Alg	Alge
Etwa	Sund
Patat	Søtpotet
Yangon	Yangôn
Saint Louis, Missouri	St. Louis
Konsòn	Konsonant
McDonald's	McDonald’s
Lewis Carroll	Lewis Carroll
Filòm	Rekke (biologi)
Anje	Angers
Twazyèm lwa Newton	Newtons bevegelseslover
Columbia, Kawolin disid	Columbia (Sør-Carolina)
Milyon	Million
14 (nonm)	14 (tall)
Melon dlo	Vannmelon
Kizin	Matlaging
15 (nonm)	15 (tall)
18 (nonm)	18 (tall)
Helena, Montana	Helena (Montana)
Mayitid	Richters skala
Universidad del Bío-Bío (Chili)	Universitetet i Bio-Bio
Souva	Suva
Noukou'alofa	Nuku'alofa
Bazilik	Basilikum
Lazè	Laser
Lafyèv	Feber
Teide	Teide
Cheyenne, Wyoming	Cheyenne
Pò of Espay	Port of Spain
Richard Feynman	Richard Feynman
Tichyen	Valp
Rach	Øks
Anchorage (Alaska)	Anchorage
Zouti	Verktøy
Presyon	Trykk
Burbank, Kalifòni	Burbank
Mitokondri	Mitokondrium
Christiaan Huygens	Christiaan Huygens
Simityè	Gravlund
Des Moines, Iowa	Des Moines
Mario Vargas Llosa	Mario Vargas Llosa
Radio Studio 54 Network	Radio Studio 54 Network
19 (nonm)	19 (tall)
Ágreda	Ágreda
Irondèl	Svaler
Ligaman	Leddbånd
Deseni	Tiår
Lik	Evangeliet etter Lukas
Concepción (provens)	Provincia de Concepción
Bweson	Drikke
Plaj	Strand
Will Smith	Will Smith
Elips	Ellipse
17 (nonm)	17 (tall)
Lav	Lava
Levye	Vektstang
Lapli asid	Sur nedbør
Maraton	Maraton
16 (nonm)	16 (tall)
Nwayo (selil)	Cellekjerne
David Gross	David Gross
20 (nonm)	20 (tall)
Akdèzapot	Apostlenes gjerninger
Joliet, Ilinwa	Joliet (Illinois)
Norman, Oklahoma	Norman (Oklahoma)
Buffalo, New York	Buffalo
Large Hadron Collider	Large Hadron Collider
Kadna	Hengelås
Fosil	Fossil
Twoposfè	Troposfæren
Pierre, Dakota disid	Pierre
Grenn	Frø
Krab	Krabber
Kwa	Kors
Sizo	Saks
Carson City, Nevada	Carson City (Nevada)
Anna Maria Jopek	Anna Maria Jopek
Werner Karl Heisenberg	Werner Heisenberg
Onyara	Honiara
PH	PH
Topeka, Kansas	Topeka
Larouze	Dugg
Lozanj	Rombe
Heinrich Rudolf Hertz	Heinrich Rudolf Hertz
Henri Becquerel	Henri Becquerel
Elan	Bevegelsesmengde
Gouanjou	Gwangju
John Dalton	John Dalton
Bastè	Basseterre
Longèdonn	Bølgelengde
Kurt Gödel	Kurt Gödel
Lantikite	Oldtiden
Rasin	Rot (plantedel)
Lokwat	Japansk mispel
Mòl	Mol (enhet)
Sen Jòj	St. George's
Efè tèmik	Drivhuseffekt
Julia Gillard	Julia Gillard
David Hilbert	David Hilbert
Parapli	Paraply
Hendrik Lorentz	Hendrik Antoon Lorentz
Kastri	Castries
Ipotèz	Hypotese
Kansas City, Missouri	Kansas City (Missouri)
Sri Jayawardenapura	Kotte
Democritus	Demokrit
Flaman	Flamingoer
Talcahuano	Talcahuano
Jean-Marie Gustave Le Clezio	J.M.G. Le Clézio
Apokalips	Johannes' åpenbaring
Wòch igne	Magmatisk bergart
Denzel Washington	Denzel Washington
Bonda	Rumpeball
Kabann	Seng
Travay (fizik)	Arbeid (fysikk)
Ribozòm	Ribosom
Magma	Magma
Bernhard Riemann	Bernhard Riemann
Ajil	Leire
Sebastian Vettel	Sebastian Vettel
40 (nonm)	40 (tall)
Lenn	Ull (tekstil)
Pwa nouris	Hagebønne
Nebilez	Stjernetåke
Lit	Bryting
Konbistib	Drivstoff
Legliz Jezikri pou Sen Dènye Jou yo	Jesu Kristi Kirke av Siste Dagers Hellige
Gri	Grå
Zepis	Krydder
Twopik	Tropene
Lama	Lama
Koud (non)	Albue
Ibrid	Hybrid
Olympia (Wachintòn)	Olympia (Washington)
Paliki	Palikir
Byosfè	Biosfære
Bab	Skjegg
30 (nonm)	30 (tall)
Aewopò Long Thanh	Long Thanh internasjonale lufthavn
Mitasyon	Mutasjon
Lwil	Olje
Alèji	Allergi
Sansi	Igler
1000 (nonm)	1000 (tall)
Emoglobin	Hemoglobin
Newòn	Nevron
Sechrès	Tørke
Pwav	Svart pepper
Aïkido	Aikido
Kevin Rudd	Kevin Rudd
Giurtelecu Şimleului	Giurtelecu Șimleului
Krokodil	Egentlige krokodiller
Thien Duong	Thien Duong
Klowofil	Klorofyll
Cincinnati, Ohio	Cincinnati
Dèlta	Elvedelta
Omaha, Nebraska	Omaha
Clint Eastwood	Clint Eastwood
Toundra	Tundra
Fresno, Kalifòni	Fresno
Bazalt	Basalt
Robert Boyle	Robert Boyle
Apòt	Jesu apostler
Richmond, Vijini	Richmond (Virginia)
Jimnastik	Gymnastikk
Etnoloji	Etnologi
Bra	Arm
Amedeo Avogadro	Amedeo Avogadro
Seleksyon natirèl	Naturlig seleksjon
Pwi	Brønn
Zou	Dyrehage
Dodo	Dronte
Echèl tan jeyolojik	Geologisk tidsskala
Kristal	Krystall
Kotonou	Cotonou
Anviwònman	Miljø
Zwazo mouch	Kolibrier
Idwokabi	Hydrokarbon
Louisville, Kentucky	Louisville
Sousi	Øyenbryn
Tranblemanntè 12 janvye 2010 nan peyi Ayiti	Jordskjelvet i Haiti 2010
Madison, Wisconsin	Madison (Wisconsin)
Kodenn	Kalkuner
Envètebre	Virvelløse dyr
Salem, Oregon	Salem (Oregon)
Joseph von Fraunhofer	Joseph von Fraunhofer
Ketchikan (Alaska)	Ketchikan
Wrangell (Alaska)	City and Borough of Wrangell
Prin	Plomme
Eklips linè	Måneformørkelse
Inias Loyola	Ignatius av Loyola
Rudolf Mössbauer	Rudolf Mößbauer
Paskal	Pascal (enhet)
Teokrasi	Teokrati
Hans Christian Orsted	Hans Christian Ørsted
Lyezon chimik	Kjemisk binding
Chalè	Varme
Pierre-Simon Laplace	Pierre-Simon Laplace
Moulen	Mølle
Epidemik	Epidemi
Vektè	Vektor (matematikk)
Lapè (gen pè)	Frykt
Son Doong	Son Doong
Tulsa, Oklahoma	Tulsa
Antwopi	Entropi
Port Arthur, Texas	Port Arthur (Texas)
Seramik	Keramikk
Fatra	Avfall
Satyendra Nath Bose	Satyendra Nath Bose
Flèch	Pil
Òganèl	Organelle
William Alfred Fowler	William Alfred Fowler
Chan elektrik	Elektrisk felt
Enèji sinetik	Kinetisk energi
Kwantòm	Kvant
Lacuna Coil	Lacuna Coil
Charles Babbage	Charles Babbage
Fidji Hindi	Fijiansk hindi
Pèp Izrayèl la Mize	Israel Museum
Robert Hooke	Robert Hooke
Bag	Fingerring
Jou (Figi)	Kinn (anatomi)
Divèsite byolojik	Biologisk mangfold
Priyon	Prioner
Estyè	Estuar
Fay (jewoloji)	Forkastning
Lucretius	Lucretius
Santa Monica, Kalifòni	Santa Monica
Vè (bèt)	Makk
Klowoplast	Kloroplast
Palo Alto, Kalifòni	Palo Alto
Demi-vi	Halveringstid
Sistèm nève santral	Sentralnervesystemet
Joseph John Thomson	Joseph John Thomson
Green Bay, Wisconsin	Green Bay (Wisconsin)
Paul Dirac	Paul Dirac
Nadine Gordimer	Nadine Gordimer
Charleston, Kawolin disid	Charleston (Sør-Carolina)
Bwokoli	Brokkoli
Mant	Mynteslekta
339 (almanak jilyen)	339
340 (almanak jilyen)	340
354 (almanak jilyen)	354
356 (almanak jilyen)	356
358 (almanak jilyen)	358
361 (almanak jilyen)	361
363 (almanak jilyen)	363
364 (almanak jilyen)	364
368 (almanak jilyen)	368
369 (almanak jilyen)	369
370 (almanak jilyen)	370
371 (almanak jilyen)	371
Modèl:Commonscat	Mal:Commonscat
376 (almanak jilyen)	376
377 (almanak jilyen)	377
378 (almanak jilyen)	378
383 (almanak jilyen)	383
384 (almanak jilyen)	384
388 (almanak jilyen)	388
Moman tòsyon	Dreiemoment
389 (almanak jilyen)	389
390 (almanak jilyen)	390
391 (almanak jilyen)	391
392 (almanak jilyen)	392
393 (almanak jilyen)	393
394 (almanak jilyen)	394
395 (almanak jilyen)	395
396 (almanak jilyen)	396
397 (almanak jilyen)	397
398 (almanak jilyen)	398
399 (almanak jilyen)	399
23 (nonm)	23 (tall)
Latibonit (rivyè)	Artibonite (elv)
Nashua, New Hampshire	Nashua
Manchester, New Hampshire	Manchester (New Hampshire)
Pouli	Trinse
Kadav	Lik
Oak Ridge, Tennessee	Oak Ridge (Tennessee)
Jonathan Demme	Jonathan Demme
Nikolay Semyonov	Nikolaj Semjonov
Rido	Gardin
Nonm premye	Primtall
San Luis Obispo, Kalifòni	San Luis Obispo
Cambridge, Massachusetts	Cambridge (Massachusetts)
Brookline, Massachusetts	Brookline (Massachusetts)
New Haven, Connecticut	New Haven (Connecticut)
New London, Connecticut	New London
New Bedford, Massachusetts	New Bedford
Nantucket, Massachusetts	Nantucket
Springfield, Massachusetts	Springfield (Massachusetts)
Lowell, Massachusetts	Lowell
Stamford, Connecticut	Stamford
Bridgeport, Connecticut	Bridgeport
Waterbury, Connecticut	Waterbury
Worcester, Massachusetts	Worcester (Massachusetts)
440 (almanak jilyen)	440
Northampton, Massachusetts	Northampton (Massachusetts)
517 (almanak jilyen)	517
572 (almanak jilyen)	572
Portsmouth, New Hampshire	Portsmouth (New Hampshire)
Middletown, Connecticut	Middletown (Connecticut)
Fall River, Massachusetts	Fall River (Massachusetts)
Rochester, New York	Rochester (New York)
Fremont, Kalifòni	Fremont (California)
Reno, Nevada	Reno (Nevada)
Norfolk, Vijini	Norfolk (Virginia)
Orlando, Florid	Orlando
Saint Petersburg, Florid	St. Petersburg (Florida)
Toledo, Ohio	Toledo (Ohio)
Stockton, Kalifòni	Stockton (California)
Lexington, Kentucky	Lexington (Kentucky)
Corpus Christi, Texas	Corpus Christi (Texas)
Riverside, Kalifòni	Riverside
Santa Ana, Kalifòni	Santa Ana
Aurora, Kolorado	Aurora (Colorado)
Anaheim, Kalifòni	Anaheim
Tampa, Florid	Tampa
Bakersfield, Kalifòni	Bakersfield
Colorado Springs, Kolorado	Colorado Springs
Vijini Beach, Vijini	Virginia Beach
Mesa, Arizona	Mesa (Arizona)
Wichita, Kansas	Wichita
Henderson, Nevada	Henderson
Fort Wayne, Indiana	Fort Wayne
Chula Vista, Kalifòni	Chula Vista
Chandler, Arizona	Chandler (Arizona)
Lubbock, Texas	Lubbock
Garland, Texas	Garland (Texas)
Laj glas	Istid
Touris	Turisme
Pwojektil	Prosjektil
Eolyèn	Vindkraftverk
Étwal binè	Dobbeltstjerne
Koyefisyan	Koeffisient
Siv	Grasløk
Punta Arenas	Punta Arenas
Mesi	Messias
Glendale, Arizona	Glendale (Arizona)
Tempe, Arizona	Tempe (Arizona)
Plano, Texas	Plano (Texas)
Irving, Texas	Irving (Texas)
Amarillo, Texas	Amarillo
Brownsville, Texas	Brownsville
Grand Prairie, Texas	Grand Prairie (Texas)
Mesquite, Texas	Mesquite (Texas)
McKinney, Texas	McKinney (Texas)
West Valley City, Utah	West Valley City
Marshall, Texas	Marshall (Texas)
Krapo	Springpadder
Vòl (sa fè yon vòlè)	Ran
Nyaj elektwon	Orbital
Peabody, Massachusetts	Peabody
Salem, Massachusetts	Salem (Massachusetts)
Everett, Massachusetts	Everett (Massachusetts)
Watertown, Massachusetts	Watertown (Massachusetts)
Woburn, Massachusetts	Woburn (Massachusetts)
Norwalk, Connecticut	Norwalk
West Haven, Connecticut	West Haven
Osmoz	Osmose
Hannes Olof Gösta Alfvén	Hannes Alfvén
Soria provens	Soria (provins)
Ж	Ж
Disparisyon an mas	Masseutryddelse
Kategori:Prezidan an Polòy	Kategori:Polske presidenter
Kolektivite tèritoryal	Administrativ inndeling
Lise Meitner	Lise Meitner
Philipp Lenard	Philipp von Lenard
Otto Hahn	Otto Hahn
James Franck	James Franck
Max von Laue	Max von Laue
Wilhelm Wien	Wilhelm Wien
Otto Stern	Otto Stern
Daniel Gabriel Fahrenheit	Daniel Gabriel Fahrenheit
Karl Ferdinand Braun	Karl Ferdinand Braun
Johannes Stark	Johannes Stark
Emanuel Lasker	Emanuel Lasker
Maria Goeppert Mayer	Maria Goeppert-Mayer
Karl Weierstrass	Karl Weierstrass
Peter Grünberg	Peter Grünberg
Asyèt	Tallerken
Wolfgang Paul	Wolfgang Paul
Hermann Minkowski	Hermann Minkowski
Emil Artin	Emil Artin
August Ferdinand Möbius	August Ferdinand Möbius
Truong Tan Sang	Trương Tấn Sang
Carsten Niebuhr	Carsten Niebuhr
Sweet Micky	Michel Martelly
Petrus Apianus	Petrus Apianus
To mòtalite	Dødsrate
Max Born	Max Born
Èbivò	Planteetere
Busta Rhymes	Busta Rhymes
George Gamow	George Gamow
René Depestre	René Depestre
Aewopò Sao Vang	Sao Vang lufthavn
168 (nonm)	168 (tall)
Hermann von Helmholtz	Hermann von Helmholtz
Gottlob Frege	Gottlob Frege
Gustav Robert Kirchhoff	Gustav Kirchhoff
107 (nonm)	107 (tall)
Meteyorit	Meteoritt
Carl-Gustav Arvid Rossby	Carl-Gustaf Rossby
Chandrasekhara Venkata Raman	Venkata Raman
Napa, Kalifòni	Napa
Brian Greene	Brian Greene
Ke	Hale
Ferdinand Eisenstein	Ferdinand Eisenstein
Pope County, Arkansas	Pope County (Arkansas)
Asid gra	Fettsyre
Vwayaj	Reise
Rudolf Peierls	Rudolf E. Peierls
Friedrich Hirzebruch	Friedrich Hirzebruch
Lis depatman Ayiti	Haitis departementer
Sistèm retwo-aksyon negatif	Negativ tilbakekobling
Pistil	Fruktemne
Barranquilla	Barranquilla
Obsèvatwa	Observatorium
Heike Kamerlingh Onnes	Heike Kamerlingh Onnes
John Cockcroft	John Cockcroft
Roy Jay Glauber	Roy J. Glauber
Elektwoliz	Elektrolyse
Lorenz Christoph Mizler	Lorenz Christoph Mizler
Constantin Carathéodory	Constantin Carathéodory
Carl Friedrich von Weizsäcker	Carl Friedrich von Weizsäcker
Bil	Galle
Wolfgang Ernst Pauli	Wolfgang Pauli
Hans Ferdinand Mayer	Hans Ferdinand Mayer
Tayiga	Boreal barskog
Hans Georg Dehmelt	Hans Georg Dehmelt
Manfred von Ardenne	Manfred von Ardenne
Horst Ludwig Störmer	Horst Ludwig Störmer
Herbert Kroemer	Herbert Kroemer
Ernst August Friedrich Ruska	Ernst Ruska
Alfred Kastler	Alfred Kastler
Klaus von Klitzing	Klaus von Klitzing
Refraksyon	Lysbrytning
Motè elektrik	Elektrisk motor
Rejyon montaye	Høydedrag
Pierre de Fermat	Pierre de Fermat
Michael Maestlin	Michael Maestlin
Friedrich Bessel	Friedrich Wilhelm Bessel
Serebwòm	Telencephalon
Felix Hausdorff	Felix Hausdorff
Ernst Karl Abbe	Ernst Abbe
Leopold Kronecker	Leopold Kronecker
Georg Cantor	Georg Cantor
Efè Doppler	Dopplereffekt
Wolfgang Ketterle	Wolfgang Ketterle
Sistèm oktal	Åttetallsystemet
Walther Bothe	Walther Bothe
Tant (fanmi)	Tante
Richard Dedekind	Richard Dedekind
Tonton	Onkel
Carl Gustav Jacob Jacobi	Carl Gustav Jacob Jacobi
Manfred Eigen	Manfred Eigen
Felix Klein	Felix Klein
Johannes Georg Bednorz	Johannes Georg Bednorz
Wilhelm Weber	Wilhelm Eduard Weber
Christopher Clavius	Christophorus Clavius
Gerd Binnig	Gerd Binnig
Johannes Hans Daniel Jensen	J. Hans D. Jensen
Max Delbrück	Max Delbrück
Pavel Alekseyevich Cherenkov	Pavel Tsjerenkov
Arnold Sommerfeld	Arnold Sommerfeld
Victor Francis Hess	Victor Franz Hess
Elektwonegativite	Elektronegativitet
Pieter Zeeman	Pieter Zeeman
Rou (plant)	Gate
Mike Tyson	Mike Tyson
Thorne Bay (Alaska)	Thorne Bay
Dillingham (Alaska)	Dillingham (Alaska)
Soldotna (Alaska)	Soldotna
Sand Point (Alaska)	Sand Point
Kenai (Alaska)	Kenai
Port Lions (Alaska)	Port Lions
Homer (Alaska)	Homer (Alaska)
Goodyear, Arizona	Goodyear (Arizona)
Antikò	Antistoff
Hamilton (Alabama)	Hamilton (Alabama)
Anniston (Alabama)	Anniston
Sylacauga (Alabama)	Sylacauga
El Dorado, Arkansas	El Dorado (Arkansas)
North Pole (Alaska)	North Pole (Alaska)
Dothan (Alabama)	Dothan (Alabama)
Sibstans	Kjemisk substans
Fort Smith, Arkansas	Fort Smith (Arkansas)
Old Harbor (Alaska)	Old Harbor
Tuscaloosa (Alabama)	Tuscaloosa
Fairbanks (Alaska)	Fairbanks
Eufaula (Alabama)	Eufaula (Alabama)
Clio (Alabama)	Clio (Alabama)
Plasma (biyoloji)	Blodplasma
Oligachi	Oligarki
Sitka (Alaska)	City and Borough of Sitka
Barrow (Alaska)	Barrow (Alaska)
Van solè	Solvind
Flagstaff, Arizona	Flagstaff
Palmer (Alaska)	Palmer (Alaska)
Teller (Alaska)	Teller (Alaska)
Huntsville (Alabama)	Huntsville (Alabama)
Birmingham (Alabama)	Birmingham (Alabama)
Kòlè	Sinne
Tombstone, Arizona	Tombstone
Mobile (Alabama)	Mobile
Sitoplas	Cytoplasma
Seward (Alaska)	Seward (Alaska)
Retikilòm andoplasmik	Endoplasmatisk retikulum
Ouzinkie (Alaska)	Ouzinkie
Wasilla (Alaska)	Wasilla
Unalaska (Alaska)	Unalaska
Kodiak (Alaska)	Kodiak
25 (nonm)	25 (tall)
24 (nonm)	24 (tall)
Kouch ozòn	Ozonlaget
Nome (Alaska)	Nome (Alaska)
60 (nonm)	60 (tall)
Foujè	Bregner
Pine Bluff, Arkansas	Pine Bluff (Arkansas)
Chadèk	Pomelo
Ewozyon	Erosjon
Petersburg (Alaska)	Petersburg (Alaska)
Valdez (Alaska)	Valdez
Nenana (Alaska)	Nenana
Pye lalwa	Aloe vera
Syans imèn	Humaniora
Selil elektwochimik	Elektrokjemisk celle
Saint Paul, Alaska	St. Paul (Alaska)
Dandwokwonoloji	Dendrokronologi
Joseph-Louis Lagrange	Joseph Louis Lagrange
Boutèy	Flaske
Seliloz	Cellulose
Pericles	Perikles
Mangous	Mungofamilien
Alèl	Allel
Sikui entegre	Integrert krets
Lingua franca	Lingua franca
Adenozin trifosfat	Adenosintrifosfat
James Chadwick	James Chadwick
Donald Arthur Glaser	Donald A. Glaser
Dejne	Frokost
Gran-moun	Voksen
Retorik	Retorikk
Plim	Fjær
Sik dlo	Vannets kretsløp
Henri Poincaré	Henri Poincaré
Polimè	Polymer
Sistèm desimal	Titallsystemet
Epina	Spinat
Melon frans	Melon
Fòd Fwans	Fort-de-France
Montay plwaye	Folding
Assassin	Attentat
Charles-Augustin de Coulomb	Charles Augustin Coulomb
Hillsboro, Oregon	Hillsboro (Oregon)
Gresham, Oregon	Gresham (Oregon)
Kanivò	Kjøtteter
Fouchèt	Gaffel
Kiyè	Skje
Alotwopi	Allotropi
Doulè	Smerte
Kòn	Horn (anatomi)
Temuco	Temuco
К	К
П	П
Leon Cooper	Leon Cooper
Fwotman	Friksjon
И	И
Felipe Massa	Felipe Massa
Oksidasyon	Redoksreaksjon
Manton	Hake
Non	Navn
Akoustik	Akustikk
Tradisyon	Tradisjon
Sistèm ekzadesimal	Sekstentallsystemet
Politisyen	Politiker
Chif	Siffer
Egzagòn	Heksagon
Manyòk dous	Maniok
Fòmil chimik	Kjemisk formel
Lwa koulon	Coulombs lov
Srinivasa Ramanujan	Srinivasa Aiyangar Ramanujan
Miskad	Muskatnøttslekten
Idwosfè	Hydrosfære
26 (nonm)	26 (tall)
Litosfè	Litosfære
Lord Rayleigh	John William Strutt
Sourit	Husmus
Angrè	Gjødsel
Louis-Victor de Broglie	Louis de Broglie
Pous (anatomi)	Tommel
Seyismolog	Seismologi
Kaza	Kvasar
Wonm	Rom (brennevin)
Ba Don	Ba Don
Izin	Fabrikk
Pyè presye	Edelsten
Altewofili	Vektløfting
Jezè	Geysir (geologi)
Afeli	Apsis (astronomi)
Aleksandr Prokhorov	Aleksandr Prokhorov
Nikolay Basov	Nikolaj Basov
Savannah, Georgie	Savannah (Georgia)
Krikèt	Gresshopper
Tib katodik	Bilderør
Fritjof Capra	Fritjof Capra
Christian Doppler	Christian Andreas Doppler
Ludwig Boltzmann	Ludwig Boltzmann
Luca Pacioli	Luca Pacioli
Haskell Curry	Haskell Curry
Richard Karp	Richard M. Karp
John Backus	John Backus
Claude Shannon	Claude Elwood Shannon
Robert Prim	Robert Clay Prim
Divòs	Skilsmisse
Tilip	Tulipanslekta
Documentaries	Dokumentarfilm
Syanobakteri	Blågrønnbakterier
Otto Frisch	Otto Robert Frisch
Johann Loschmidt	Josef Loschmidt
Georg Joachim Rheticus	Georg Joachim Rheticus
Ernst Mach	Ernst Mach
Zorye	Pute
Liv (mezi)	Pund (masseenhet)
Awòt	Aorta
Distilasyon	Destillasjon
Plakèt	Blodplate
Albedo	Albedo
Pwotozoyè	Protozo
Mouvman rastafari	Rastafarianerne
Estè	Ester
Benoît Mandelbrot	Benoît Mandelbrot
Peryòd (chimi)	Periodesystemets perioder
Gonore	Gonoré
Eksperyans	Eksperiment
Biyòm	Biom
Ronald Ross	Ronald Ross
Fliyid	Fluid
Epò senozoyik	Kenozoikum
Evangelista Torricelli	Evangelista Torricelli
Abreviyasyon	Forkortelse
Minrè	Malm
Etamin	Pollenbærer
Idwoliz	Hydrolyse
Kapilè	Kapillar
Omeyostazi	Homeostase
Solid amòf	Amorf
Patikil alfa	Alfapartikkel
Patikil beta	Betapartikkel
Antijèn	Antigen
Peter Debije	Peter Debye
Aage Niels Bohr	Aage Niels Bohr
Urbain Le Verrier	Urbain Le Verrier
Presesyon	Presesjon
Andrew Huxley	Andrew Huxley
Plèn lin	Fullmåne
Kolonèl	Oberst
Simon van der Meer	Simon van der Meer
Liminozite	Luminositet
Episant	Episentrum
Saul Perlmutter	Saul Perlmutter
Mak	Evangeliet etter Markus
Klivaj	Kløv (mineralogi)
Rosalyn Yalow	Rosalyn Yalow
Lars Onsager	Lars Onsager
Hugh David Politzer	David Politzer
Sant (jewoloji)	Hyposentrum
Zwit	Østers
Petal	Kronblad
Elektwon valans	Valenselektron
Martin Lewis Perl	Martin L. Perl
Norman Foster Ramsey	Norman Foster Ramsey jr.
Sheldon Lee Glashow	Sheldon Lee Glashow
Herbert Hauptman	Herbert A. Hauptman
Ben Roy Mottelson	Ben Roy Mottelson
Leonid Kantorovich	Leonid Kantorovitsj
Frank Wilczek	Frank Wilczek
Ponpye	Brannvesen
Pwopriyete fizik	Fysisk størrelse
Trene	Strekfarge
Vektè byolojik	Smittebærer
Leyon (jewoloji)	Eon (geologi)
Estratosfè	Stratosfæren
Jimmy Cliff	Jimmy Cliff
Chemine	Vulkankrater
Otto Neugebauer	Otto Neugebauer
Presipite	Fellingsreaksjon
Jaltenco	Jaltenco
Sistèm seksajezimal	Seksagesimalsystem
Santiago de Cuba, Kiba	Santiago de Cuba
Arawak	Arawak (folk)
Grigori Perelman	Grigorij Perelman
Cripple Creek, Kolorado	Cripple Creek (Colorado)
Aployid	Ploiditet
Tranche soumaren	Dyphavsgrop
Eripsyon solèy	Solstorm
Klòn	Kloning
Senbyoz	Symbiose
Onn tanpèt	Stormflo
Mitoloji women	Romersk mytologi
Karl Alexander Müller	Karl Alexander Müller
Daniel Bernoulli	Daniel Bernoulli
Inèsi	Treghet
Eau Claire, Wisconsin	Eau Claire (Wisconsin)
Sistèm nimewotasyon	Tallsystem
Womaren	Rosmarin
William Thomson	William Thomson Kelvin
Dziecinów	Dziecinów
Johann Jakob Balmer	Johann Balmer
Johann Heinrich Lambert	Johann Heinrich Lambert
Felix Bloch	Felix Bloch
Charles Édouard Guillaume	Charles Édouard Guillaume
Heinrich Rohrer	Heinrich Rohrer
Ekstenksyon	Utryddelse
Asid nikleyik	Nukleinsyre
Vwazen	Strøk
Charlottesville, Vijini	Charlottesville
Siprakondiktè	Superleder
Kouran altènatif (AC)	Vekselstrøm
Kondiktè	Elektrisk leder
Mayitid aparan	Tilsynelatende størrelsesklasse
Kara	Kara (band)
Lasi	Voks
Sous	Kilde (vann)
Jadinay	Hagebruk
Nip	Nippes
Aloès	Aloe
Albert Abraham Michelson	Albert Abraham Michelson
Fekondasyon	Befruktning
Lank	Blekk
Taunton, Massachusetts	Taunton (Massachusetts)
Pentagòn	Pentagon
Beverly Hills, Kalifòni	Beverly Hills
Lyezon kovalan	Kovalent binding
Arthur Compton	Arthur Holly Compton
Izomè	Isomeri
Kò gra	Fett
Enèji jeyotèmik	Geotermisk energi
Dinamik	Dynamikk (mekanikk)
Syracuse, New York	Syracuse (New York)
Yonkers, New York	Yonkers
Waco, Texas	Waco
Carrollton, Texas	Carrollton (Texas)
Frisco, Texas	Frisco (Texas)
Abilene, Texas	Abilene (Texas)
Denton, Texas	Denton (Texas)
Richardson, Texas	Richardson (Texas)
Zangi	Ålefisker
Pawa selilè	Cellevegg
Viskozite	Viskositet
Hidetoshi Nakata	Hidetoshi Nakata
John Forbes Nash	John Forbes Nash
Olivier Occean	Olivier Occéan
Lafayette, Lwizyana	Lafayette (Louisiana)
Michaëlle Jean	Michaëlle Jean
Enèji byomas	Biobrensel
Phoenix	Phoenix (romsonde)
Nikolai Lobachevsky	Nikolaj Lobatsjevskij
Lav (ensèk)	Larve
Kouran sifas	Havstrøm
Kwis	Lår
Robert Hofstadter	Robert Hofstadter
Moab, Utah	Moab (Utah)
Kokliko	Kornvalmue
Lafimen	Røyk
Sigal	Sangsikader
Kalori	Kalori
Robert Andrews Millikan	Robert Andrews Millikan
Sèvèl	Lillehjernen
Replikasyon ADN	DNA-replikasjon
Premye meridyen	Nullmeridianen
Wou	Hakke
IMMAGINE&POESIA	IMMAGINE&POESIA
Imigrasyon	Innvandring
Sioux Falls, Dakota disid	Sioux Falls
Liy entènasyonal chanjman dat	Datolinjen
Ototwòf	Autotrofi
Pak (trete)	Traktat
Fèm (non)	Gård
Anbriyoloji	Embryologi
Sèvyèt	Håndkle
Prens la	Fyrsten
Johannes Diderik van der Waals	Johannes Diderik van der Waals
William Lawrence Bragg	William Lawrence Bragg
Henry Cavendish	Henry Cavendish
Maladi kontajye	Infeksjonssykdom
Moutad	Sennep
Siblimasyon	Sublimasjon
Kle	Nøkkel
Sen Mak (komin)	Saint-Marc
Branchi	Gjelle
Robert Oppenheimer	Robert Oppenheimer
Mikwoskòp elektwonik	Elektronmikroskop
Sikui elektrik	Elektronisk krets
Saint-John Perse	Saint-John Perse
Evaporasyon	Fordampning
Gout	Urinsyregikt
Espèk elektwomayetik	Elektromagnetisk spekter
Sonar	Sonar
Clinton Davisson	Clinton Davisson
Mitoz	Mitose
Gabriel Jonas Lippmann	Gabriel Lippmann
Reyaksyon konbistyon	Forbrenning
Lev Davidovich Landau	Lev Landau
Do	Rygg (anatomi)
Aprantisaj	Læring
William Henry Bragg	William Henry Bragg
George Paget Thomson	George Paget Thomson
Difraksyon	Diffraksjon
Jean Baptiste Perrin	Jean Baptiste Perrin
І	І
Polo	Polo
Tij	Stengel
Senti	Belte
Polinizasyon	Pollinering
Plato kontinantal	Kontinentalsokkel
Springfield, Missouri	Springfield (Missouri)
Galveston, Texas	Galveston
Entèferans	Interferens
Paterson, New Jersey	Paterson
Princeton, New Jersey	Princeton
Hoboken, New Jersey	Hoboken (New Jersey)
