Africa	Afrika
Monaco	Monaco
Tlīltepēc	Montenegro
In Vaticano	Vatikanstaten
San Marino	San Marino
Cuba	Cuba
Belice	Belize
Eiffel Huehcapan Calli	Eiffeltårnet
Barbados	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Indonesia	Indonesia
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Africa Huitztlāmpa	Sør-Afrika
Argelia	Algerie
Ehecanamictiliztli Sandy	Orkanen Sandy
Uzbequistan	Usbekistan
Poznan	Poznań
Varsovia	Warszawa
Modena	Modena
Huino	Vin
Ātl	Vann
Huehcaīxipcaxitl	Fjernsyn
Iztlahtōlli	Islandsk
Chile	Chile
Jesucristo	Jesus Kristus
Elvis Presley	Elvis Presley
Galileo Galilei	Galileo Galilei
Payīnalcītlalli	Merkur
Huēhuehcāyōmatiliztli	Historie
Apple Computer	Apple
Cītlalpōl	Venus
Tlahtōlli (tlahtōlmatiliztli)	Språk
Tlazohtiliztli	Kjærlighet
Huēyitzitzimicītlalli	Jupiter
Cītlalin īcue (Ilhuicamatiliztli)	Melkeveien
Ilhuicateōcītlalli	Uranus
Ricardo Lagos	Ricardo Lagos
Tlāloccītlalli	Neptun (planet)
Ilhuicamatiliztli	Astronomi
Singapur	Singapore
Tlamatiliztli	Vitenskap
Mictlāntēuccītlalli	Pluto
María Ichpōchtli	Jomfru Maria
Liechtenstein	Liechtenstein
Adolf Hitler	Adolf Hitler
Facebook	Facebook
Īyāōyo in Cemānāhuac Inic Cē	Første verdenskrig
Īyāōyo in Cemānāhuac Inic Ōme	Andre verdenskrig
Köln	Köln
Vodka	Vodka
Tlapōhualtepoztli	Klokke (ur)
Tlapōhualmatiliztli	Matematikk
U2 (tlacuīcaliztli)	U2
Latintlahtōlli	Latin
Bahrein	Bahrain
Armenia	Armenia
Serbia	Serbia
Mētztli	Månen
Estambul	Istanbul
Australia	Australia
Carl Sagan	Carl Sagan
Iuhcāyōtl	Fysikk
Argentina	Argentina
Peru	Peru
Yōlizmatiliztli	Biologi
Corea Mictlāmpa	Nord-Korea
Camboya	Kambodsja
Tēpouhtitlāzcuetzpalin	Dinosaurer
Islam	Islam
Liubliana	Ljubljana
Tlanelhuayōmatiliztli	Botanikk
Malacatl	Hjul
Denis Diderot	Denis Diderot
Lyon	Lyon
Europan Cētiliztli	Den europeiske union
Cihuātl	Kvinne
Sofiya	Sofia
Ñ	Ñ
El Ingenioso Hidalgo Don Quixote de la Mancha	Don Quijote
Xōchicuīcayōtl	Poesi
Milano	Milano
Torino	Torino
Cuichilli	Anus
Limacuahuitl	Sitron
Émile Zola	Émile Zola
666	666
Xōchitl	Blomst
Āltepētl	By
Cītlalli	Stjerne
Tōnatiuh	Solen
Tlāhuīlxihuitl	Lysår
Victor Hugo	Victor Hugo
Oceania	Oseania
Tonacayōhuapāhualiztli	Friidrett
Tōnatiuh Īchān	Solsystemet
Baltico huēyātl	Østersjøen
Āyōcoxqui	Hydrogen
Tōnatiuhyoh	Helium
Angela Merkel	Angela Merkel
Iztactlāltepoztli	Beryllium
Āmoxtli	Bok
Tōnalli	Dag
Timor Tlāpcopa	Øst-Timor
Yohualli	Natt
Xihuitl (cāhuitl)	År
Mācuīlpōhualxihuitl	Århundre
Lodz	Łódź
Oslo	Oslo
Bonn	Bonn
Katowice	Katowice
Ceres	Ceres (dvergplanet)
Lisboa	Lisboa
Makemake	Makemake
Eris	Eris (dvergplanet)
Lionel Messi	Lionel Messi
Padova	Padova
Xacoiztatl	Bor (grunnstoff)
Mikołaj Kopernik	Nikolaus Kopernikus
Tecolli	Karbon
Ehēcatehuiltic	Nitrogen
Bergamo	Bergamo
Ehēcayoh	Oksygen
Nehnencācītlalli	Planet
Cuīcayōtl	Musikk
Venezia	Venezia
Naruto	Naruto
Moscohuia	Moskva
Italiatlahtōlli	Italiensk
Techichi	Chihuahua (hund)
Yancuīquehēcatl	Neon
Chihuahhua	Chihuahua (delstat)
Sankt Peterburg	St. Petersburg
Chad	Tsjad
Yancuīc Zetlālpan	New Zealand
India	India
Tecpatepozteuh	Silisium
Tuvalu	Tuvalu
Tlīltic tepoztli	Jern
Tonga	Tonga
Tlequiquiztlālli	Svovel
Samoa	Samoa
Salomón Tlālhuāctli	Salomonøyene
Vanuatu	Vanuatu
Papua Yancuīc Guinea	Papua Ny-Guinea
William Shakespeare	William Shakespeare
Palaos	Palau
Nauru	Nauru
Micronesia	Mikronesiaføderasjonen
Tenextepoztli	Kalsium
Temētztli	Bly
Marshall Tlālhuāctli	Marshalløyene
Quiribati	Kiribati
Mongolia	Mongolia
Fiyi	Fiji
Venezuela	Venezuela
Cuappatōlli	Sjakk
Maine	Maine
Tlapāltepoztli	Krom
Cahuāyoh	Hest
Amsterdam	Amsterdam
Yōlcatl	Dyr
Surinam	Surinam
Paraguay	Paraguay
Guyana	Guyana
Tōltēcayōtl	Kunst
Ecuador	Ecuador
Colombia	Colombia
Iztāctepoztli	Nikkel
Bolivia	Bolivia
Chīchīltic tepoztli	Kobber
Trinidad īhuān Tobago	Trinidad og Tobago
Tlanelhuayōtl	Planter
San Vicente īhuān in Granadinas	Saint Vincent og Grenadinene
Yancuīc Hampshire	New Hampshire
Santa Lucía	Saint Lucia
Leonardo da Vinci	Leonardo da Vinci
San Cristóbal īhuān Nevis	Saint Kitts og Nevis
Nanacatl	Sopper
Xamaica	Jamaica
Granada (tlācatiyān)	Grenada
Massachusetts	Massachusetts
Cuauhtēmallān	Guatemala
Bahamas	Bahamas
Connecticut	Connecticut
Cuānaca	Tamhøns
Antigua īhuān Barbuda	Antigua og Barbuda
Hawaii	Hawaii
Honduras	Honduras
Dominica	Dominica
Domingotlācatlahtohcāyōtl	Den dominikanske republikk
Ilhuicaātl Ártico	Nordishavet
Haiti	Haiti
Cōzcatlān	El Salvador
Iran	Iran
Irac	Irak
Alaska	Alaska
Costa Rica	Costa Rica
Israel	Israel
Utrecht	Utrecht (by)
Panama	Panama
Yemen	Jemen
Poloniatlahtōlli	Polsk
Iordania	Jordan
Nicānāhuac	Nicaragua
Florida	Florida
Quirhuistan	Kirgisistan
Arizona	Arizona
Cuhuait	Kuwait
Lao	Laos
Libano	Libanon
Oregon	Oregon
Maldivas	Maldivene
Ixachitlān	Amerika
Utah	Utah
Cuācuahueh	Storfe
Malasia	Malaysia
Mianma	Myanmar
Nepal	Nepal
Omān	Oman
Paquistan	Pakistan
Catar	Qatar
Saudarabia	Saudi-Arabia
Sri Lanca	Sri Lanka
Siria	Syria
Plátōn	Platon
Tayiquistan	Tadsjikistan
Pokémon	Pokémon
Taihuan	Republikken Kina
YouTube	YouTube
Aristotelēs	Aristoteles
Taitlālpan	Thailand
Tepozcōātl	Jernbanetog
Turcmenistan	Turkmenistan
Tlacetilīlli Arabiaemiryōtl	De forente arabiske emirater
Vietnam	Vietnam
Charles Chaplin	Charlie Chaplin
Novosibirsk	Novosibirsk
Corea Huitztlāmpa	Sør-Korea
The Simpsons	Simpsons
Yekaterinburg	Jekaterinburg
Afganistan	Afghanistan
Nizhniy Novgorod	Nizjnij Novgorod
J.R.R. Tolkien	J. R. R. Tolkien
Cōztic teōcuitlatl	Gull
Omsk	Omsk
Tlamatiliztlācatl	Naturviter
Bangladex	Bangladesh
Chelyabinsk	Tsjeljabinsk
Rostov na Donu	Rostov-na-Donu
Mali	Mali
Sōcratēs	Sokrates
Volgograd	Volgograd
Angola	Angola
Butan	Bhutan
Brunei	Brunei
Tanzania	Tanzania
Yōliamochitl	Kvikksølv
Roald Amundsen	Roald Amundsen
Filipinas	Filippinene
Tlācatlahtohcāyōtl Tlahco Africa	Den sentralafrikanske republikk
Isaac Newton	Isaac Newton
Albert Einstein	Albert Einstein
Cōztic	Gul
Togo	Togo
Tunez	Tunisia
Zambia	Zambia
Zimbahue	Zimbabwe
Pequin	Beijing
Sudan Huitztlāmpa	Sør-Sudan
Benin	Benin
Botzhuana	Botswana
Burquina Faso	Burkina Faso
Burundi	Burundi
Comoras	Komorene
Tlācatlahtohcāyōtl in Congo	Republikken Kongo
Tlācatlahtohcāyōtl Tlācatēpacholiztli in Congo	Den demokratiske republikken Kongo
San Antonio, Texas	San Antonio
Yibuti	Djibouti
Bavaria	Bayern
Guinea Tlahcotlālticpac	Ekvatorial-Guinea
Baden-Württemberg	Baden-Württemberg
Eritrea	Eritrea
Yancuīc Delhi	New Delhi
Ioannes Paulus II	Johannes Paul II
Tibilisi	Tbilisi
Conētzintli	Spedbarn
Gabon	Gabon
Gambia	Gambia
Guinea	Guinea
Guinea Bissau	Guinea-Bissau
Tlanomihuēyātēnco	Elfenbenskysten
Camerun	Kamerun
Cabo Xoxoctic	Kapp Verde
Lesoto	Lesotho
Liberia	Liberia
Libia	Libya
Madagascar	Madagaskar
Malahui	Malawi
Stuttgart	Stuttgart
Mauritania	Mauritania
Mauricio	Mauritius
Marruecos	Marokko
Mozambique	Mosambik
Namibia	Namibia
Niger	Niger
Nigeria	Nigeria
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Rwanda
Santo Tomé īhuān Tlahtohcāpilli	São Tomé og Príncipe
Senegal	Senegal
Seychelles	Seychellene
Sierra Leona	Sierra Leone
Somalia	Somalia
Nextictepoztli	Niob
Julius Caesar	Julius Cæsar
Sudan	Sudan
Suazitlālpan	Swaziland
Cōzamālōtl	Regnbue
Hamburg	Hamburg
Tlacetilīlli Tlācatiyān	De forente nasjoner
Dante Alighieri	Dante Alighieri
Tlālmatiliztli	Geologi
Cemānāhuacāyōtl	Geografi
Yōllōtl	Hjerte
Cuāyōllōtl	Hjerne
Cuetlaxtli	Hud
Tlapālli	Farge
Praha	Praha
Texohtic	Blå
Iztāc teōcuitlatl	Sølv
Amochitl	Tinn (grunnstoff)
Ilhuicateōtepoztli	Uran
Mictlāntēuctepoztli	Plutonium
Tlāloctepoztli	Neptunium
Anime	Anime
Nelnextictepoztli	Tantal
Bill Clinton	Bill Clinton
Mumbai	Mumbai
Michigan	Michigan
Aquitania	Aquitaine
Puerto Rico	Puerto Rico
Schleswig-Holstein	Schleswig-Holstein
Mecklenburg-Pommern Cihuātlāmpa	Mecklenburg-Vorpommern
Tlani Saxonia	Niedersachsen
Rhein Mictlāmpa-Westfalen	Nordrhein-Westfalen
Hessen	Hessen
Rheinland-Pfalz	Rheinland-Pfalz
Saarland	Saarland
Saxonia	Sachsen
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Thüringen
Saxonia-Anhalt	Sachsen-Anhalt
Dakota Mictlāmpa	Nord-Dakota
Brandenburg	Brandenburg
Bremen	Bremen
Lombardia	Lombardia
Dakota Huitztlāmpa	Sør-Dakota
Montana	Montana
Wyoming	Wyoming
Ierusalem	Jerusalem
Idaho	Idaho
Washington	Washington
Nevada	Nevada
Ilhuicaātl Índico	Indiahavet
Cosovo	Kosovo
Huēyātl Caribe	Det karibiske hav
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Javier Pérez de Cuéllar	Javier Pérez de Cuéllar
Colorado	Colorado
Frédéric Chopin	Frédéric Chopin
Neneuhcāyōtl:Índice de categorías	Kategori:Kategorier
Gent	Gent
Chicago	Chicago
The Beatles	The Beatles
Maastricht	Maastricht
Cehuetzilizpan	Vinter
Xōxōpan	Vår
Xōpantlah	Sommer
Pixcayān	Høst
Caxtillāntlahtōlli	Spansk
Montevideo	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Opera	Opera
Calcuta	Kolkata
Opel Astra	Opel Astra
Daca	Dhaka
Tocatl	Edderkopper
Islamabad	Islamabad
Ozomahtli	Apekatter
Virginia	Virginia
Virginia Tlāpcopa	Vest-Virginia
Yancuīc York	New York (delstat)
Rhode Island	Rhode Island
Yolcatzin	Insekter
Maryland	Maryland
Delaware	Delaware
Ohio	Ohio
Pennsylvania	Pennsylvania
Uetersen	Uetersen
Augustus	Augustus
Yancuīc Jersey	New Jersey
Fintlahtōlli	Finsk
Indiana	Indiana
Nokia	Nokia (selskap)
Tepozmalacatl	Bil
Georgia (Tlacetilīlli Tlahtohcāyōtl)	Georgia (USA)
Zagreb	Zagreb
Texas	Texas
Genova	Genova
Carolina Mictlāmpa	Nord-Carolina
Carolina Huitztlāmpa	Sør-Carolina
Calabria	Calabria
Sicilia	Sicilia
Manillah	Manila
Sardegna	Sardinia
Feltre	Feltre
Buenos Aires	Buenos Aires
Āltepētl Mēxihco	Mexico by
Tōquiō	Tokyo
La Paz, Bolivia	La Paz
Barcelona	Barcelona
Mississippi	Mississippi
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Astana	Astana
Yancuīc Mēxihco	New Mexico
Atēna	Athen
Minnesota	Minnesota
Bagdād	Bagdad
Caracas	Caracas
Tlatēcpānalli cemānāhuaccāhuitl	UTC
Wisconsin	Wisconsin
Cyndi Lauper	Cyndi Lauper
Iowa	Iowa
Nebraska	Nebraska
Āltepētl Cuauhtēmallān	Guatemala by
Kansas	Kansas
La Ahuana	Havanna
Inditlahtōlli	Hindi
Maratitlahtōlli	Marathi
Missouri	Missouri
Louisiana	Louisiana
Kentucky	Kentucky
Arkansas	Arkansas
Urdutlahtōlli	Urdu
Oklahoma	Oklahoma
Danubio	Donau
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Saarbrücken	Saarbrücken
Munich	München
Erfurt	Erfurt
Dresden	Dresden
Magdeburg	Magdeburg
Innsbruck	Innsbruck
Viena	Wien
Madonna	Madonna (artist)
Copenague	København
Estocolmo	Stockholm
Helsinqui	Helsingfors
Dublin	Dublin
Reikiavik	Reykjavík
Tallin	Tallinn
Rīga	Riga
Bratislava	Bratislava
Budapest	Budapest
Gdansk	Gdańsk
Frankfurt in Main	Frankfurt am Main
Wroclaw	Wrocław
Cemānāuhtic Quixtianayōtl	Katolisisme
Vaduz	Vaduz
Teōāmoxtli	Bibelen
Āltepētl San Marino	San Marino by
Nom Pen	Phnom Penh
Āltepētl Ho Chi Minh	Ho Chi Minh-byen
Hanoi	Hanoi
Inglatlahtōlli	Engelsk
Andorra in Huehcāuh	Andorra la Vella
Dong Hoi	Dong Hoi
Concepción, Chile	Concepción
Bologna	Bologna
Cagliari	Cagliari
Kiev	Kiev
Ontario	Ontario
Ottawa	Ottawa
Huēyitzitzimicītlalli īmētz	Jupiters måner
Yuba	Juba
Manitoba	Manitoba
Alberta	Alberta
Yancuīc Escocia	Nova Scotia
Erevan	Jerevan
Końskowola	Końskowola
Formula 1	Formel 1
Tzitzimicītlalli īmētz	Saturns måner
British Columbia	Britisk Columbia
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
2013	2013
2014	2014
2015	2015
2008	2008
Yukon	Yukon
2004	2004
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Verona	Verona
1900	1900
1901	1901
1902	1902
Florencia	Firenze
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Nürnberg
1999	1999
1917	1917
1918	1918
Tlacualli	Mat
Cōātl	Slanger
Onohuayān Arica īhuān Parinacota	Arica y Parinacota
Onohuayān Antofagasta	Antofagasta (region)
Onohuayān Atacama	Atacama (region)
Onohuayān Coquimbo	Coquimbo
Winnipeg	Winnipeg
Tlāloccītlalli īmētz	Neptuns måner
Āltepētl Quebec	Québec (by)
1 ic cē mētztli	1. januar
2 ic cē mētztli	2. januar
Ilhuicateōcītlalli īmētz	Uranus' måner
1920	1920
3 ic cē mētztli	3. januar
1919	1919
1921	1921
1922	1922
Onohuayān Maule	Maule
4 ic cē mētztli	4. januar
1923	1923
Onohuayān Biobío	Biobío
1924	1924
Onohuayān La Araucanía	Araucanía
Onohuayān Los Ríos	Los Ríos (region)
Onohuayān Los Lagos	Los Lagos
5 ic cē mētztli	5. januar
Arica	Arica
UTC-7	UTC-07.00
6 ic cē mētztli	6. januar
7 ic cē mētztli	7. januar
8 ic cē mētztli	8. januar
9 ic cē mētztli	9. januar
10 ic cē mētztli	10. januar
11 ic cē mētztli	11. januar
12 ic cē mētztli	12. januar
13 ic cē mētztli	13. januar
14 ic cē mētztli	14. januar
15 ic cē mētztli	15. januar
16 ic cē mētztli	16. januar
17 ic cē mētztli	17. januar
18 ic cē mētztli	18. januar
19 ic cē mētztli	19. januar
20 ic cē mētztli	20. januar
21 ic cē mētztli	21. januar
22 ic cē mētztli	22. januar
23 ic cē mētztli	23. januar
Roma Emperadoryōtl	Det romerske keiserriket
24 ic cē mētztli	24. januar
25 ic cē mētztli	25. januar
Minsk	Minsk
26 ic cē mētztli	26. januar
27 ic cē mētztli	27. januar
28 ic cē mētztli	28. januar
29 ic cē mētztli	29. januar
30 ic cē mētztli	30. januar
31 ic cē mētztli	31. januar
2 Tlamahtlācōnti	2. desember
1 Tlamahtlācōnti	1. desember
Tlamahtlācōnti 3	3. desember
Tlamahtlācōnti 7	7. desember
Tlamahtlācōnti 5	5. desember
Tlamahtlācōnti 8	8. desember
Tlamahtlācōnti 10	10. desember
Tlamahtlācōnti 6	6. desember
Tlamahtlācōnti 9	9. desember
Pink Floyd	Pink Floyd
AvtoVAZ	VAZ
Tlamahtlācōnti 4	4. desember
1 Tlaōnti	1. februar
2 Tlaōnti	2. februar
3 Tlaōnti	3. februar
Kurów	Kurów
Tlaōnti 4	4. februar
Tlaōnti 5	5. februar
Tlaōnti 6	6. februar
Tlaōnti 7	7. februar
Tlaōnti 8	8. februar
Tlaōnti 9	9. februar
10 Tlaōnti	10. februar
14 Tlaōnti	14. februar
13 Tlaōnti	13. februar
15 Tlaōnti	15. februar
11 Tlaōnti	11. februar
12 Tlaōnti	12. februar
19 Tlaōnti	19. februar
17 Tlaōnti	17. februar
16 Tlaōnti	16. februar
18 Tlaōnti	18. februar
Tlaōnti 20	20. februar
21 Tlaōnti	21. februar
Tlaōnti 22	22. februar
Tlaōnti 23	23. februar
24 tlaōnti	24. februar
25 tlaōnti	25. februar
Tlaōnti 26	26. februar
27	27
Tlaōnti 27	27. februar
Tlaōnti 28	28. februar
Tlamahtlācōnti 11	11. desember
Tlaōnti 29	29. februar
Tlamahtlācōnti 12	12. desember
Tlamahtlācōnti 13	13. desember
Tlamahtlācōnti 14	14. desember
Tlamahtlācōnti 15	15. desember
Tlayēti 2	2. mars
Tlayēti 3	3. mars
Tlayēti 5	5. mars
Tlayēti 1	1. mars
Tlayēti 7	7. mars
Tlayēti 8	8. mars
Tlayēti 4	4. mars
Tlayēti 10	10. mars
11 tlayēti	11. mars
Tlayēti 6	6. mars
Tlayēti 13	13. mars
Tlayēti 9	9. mars
12 tlayēti	12. mars
Tlayēti 15	15. mars
Tlayēti 14	14. mars
Tlamahtlācōnti 16	16. desember
Tlamahtlācōnti 17	17. desember
Tlayēti 16	16. mars
Tlayēti 17	17. mars
Tlayēti 18	18. mars
Tlayēti 19	19. mars
1989	1989
1988	1988
Tlayēti 20	20. mars
1987	1987
1986	1986
1985	1985
1984	1984
Tlayēti 21	21. mars
1983	1983
Tlayēti 22	22. mars
1982	1982
1981	1981
Tlamahtlācōnti 18	18. desember
1980	1980
Tlayēti 23	23. mars
19 tlamahtlācōnti	19. desember
Tlayēti 24	24. mars
Tlayēti 25	25. mars
Tlamahtlācōnti 20	20. desember
Tlayēti 26	26. mars
Tlayēti 27	27. mars
Tlayēti 28	28. mars
Tlayēti 29	29. mars
Tlayēti 30	30. mars
Tlayēti 31	31. mars
Nassau	Nassau (Bahamas)
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Benedictus XVI	Benedikt XVI
Ludwig Erhard	Ludwig Erhard
15 Tlanāuhti	15. april
Tlanāuhti 13	13. april
Tlanāuhti 12	12. april
Tlanāuhti 14	14. april
Tlanāuhti 11	11. april
Tlanāuhti 10	10. april
Tlanāuhti 8	8. april
Tlanāuhti 9	9. april
7 tlanāuhti	7. april
Tlanāuhti 6	6. april
Tlanāuhti 5	5. april
Tlanāuhti 4	4. april
Tlanāuhti 3	3. april
Tlanāuhti 1	1. april
Tlanāuhti 2	2. april
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
Tlanāuhti 16	16. april
Tlanāuhti 17	17. april
Tlanāuhti 18	18. april
Tlanāuhti 19	19. april
20 Tlanāuhti	20. april
Tlanāuhti 21	21. april
22 Tlanāuhti	22. april
Tlanāuhti 23	23. april
Tlanāuhti 24	24. april
Gerhard Schröder	Gerhard Schröder
Tlanāuhti 25	25. april
Tlanāuhti 26	26. april
Tlanāuhti 27	27. april
Tlanāuhti 28	28. april
Tlanāuhti 29	29. april
Tlanāuhti 30	30. april
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Tlamācuīlti 1	1. mai
Tlamācuīlti 2	2. mai
Tlamācuīlti 3	3. mai
Tlamācuīlti 4	4. mai
Tlamācuīlti 5	5. mai
Johannes Rau	Johannes Rau
Tlamācuīlti 6	6. mai
Tlamācuīlti 7	7. mai
Tlamācuīlti 8	8. mai
Tlamācuīlti 9	9. mai
Tlamācuīlti 10	10. mai
Tlamācuīlti 11	11. mai
Tlamācuīlti 12	12. mai
Tlamācuīlti 13	13. mai
Tlamācuīlti 14	14. mai
Tlamācuīlti 15	15. mai
Tlamācuīlti 16	16. mai
Tlamācuīlti 17	17. mai
Tlamācuīlti 18	18. mai
Tlamācuīlti 19	19. mai
Tlamācuīlti 20	20. mai
Tlamācuīlti 21	21. mai
Tlamācuīlti 22	22. mai
Tlamācuīlti 23	23. mai
Tlamācuīlti 24	24. mai
Tlamācuīlti 25	25. mai
Tlamācuīlti 26	26. mai
Tlamācuīlti 27	27. mai
Tlamācuīlti 28	28. mai
Tlamācuīlti 29	29. mai
Tlamācuīlti 30	30. mai
Tlamācuīlti 31	31. mai
Paul McCartney	Paul McCartney
Tlamahtlācōnti 21	21. desember
Erich Honecker	Erich Honecker
Tlachicuazti 14	14. juni
Tlachicuazti 15	15. juni
Tlachicuazti 13	13. juni
Tlachicuazti 10	10. juni
7 Tlachicuazti	7. juni
Tlachicuazti 11	11. juni
9 Tlachicuazti	9. juni
Tlachicuazti 12	12. juni
6 Tlachicuazti	6. juni
8 Tlachicuazti	8. juni
5 Tlachicuazti	5. juni
3 Tlachicuazti	3. juni
2 Tlachicuazti	2. juni
1 Tlachicuazti	1. juni
4 Tlachicuazti	4. juni
Ringo Starr	Ringo Starr
Napoli	Napoli
Tlamahtlācōnti 22	22. desember
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
Tlachicuazti 16	16. juni
Palermo	Palermo
Tlachicuazti 30	30. juni
Tlachicuazti 29	29. juni
Tlachicuazti 28	28. juni
Tlachicuazti 26	26. juni
Tlachicuazti 25	25. juni
Tlachicuazti 22	22. juni
Tlachicuazti 27	27. juni
Tlachicuazti 24	24. juni
Tlachicuazti 20	20. juni
Paul von Hindenburg	Paul von Hindenburg
Tlachicuazti 23	23. juni
Tlachicuazti 19	19. juni
Tlachicuazti 18	18. juni
Tlachicuazti 21	21. juni
Tlachicuazti 17	17. juni
Tlamahtlācōnti 23	23. desember
Bruce Willis	Bruce Willis
Tlachicōnti 15	15. juli
13 Tlachicōnti	13. juli
Tlachicōnti 12	12. juli
10 Tlachicōnti	10. juli
Tlachicōnti 9	9. juli
