Afraga	Afrika
Roinn Phruisianach Phomerania	Provinsen Pommern
Runrig	Runrig
La Jolla, Calafòrnia	La Jolla
Bìth	Bek
Uibhist a Deas	South Uist
Eilginn	Elgin
Blàr San Jacinto	Slaget ved San Jacinto
Wrecsam	Wrexham (grevskapsdistrikt)
Bro Morgannwg	Vale of Glamorgan
Gath (cuibhle)	Eike (hjul)
Clay County, Virginia an Iar	Clay County (Vest-Virginia)
Ohio County, Virginia an Iar	Ohio County (Vest-Virginia)
Baile Lèibhinn	Livingston (Skottland)
Neapraigear	Serviett
Roinn le neoni	Divisjon med null
Latimer County, Oklahoma	Latimer County
An Gearasdan	Fort William (Skottland)
York University	York University
Florencia (baile)	Florencia
Camanachd	Shinty
Montería (baile)	Montería
Sgàin	Scone (Perthshire)
VietJet Air	VietJet Air
Wellington Region	Wellington (region)
One Flew Over The Cuckoo's Nest	Gjøkeredet (bok)
Slige-chabon	Hjerteskjell
Gallaibh	Caithness
Cupa Lìog na h-Alba	Scottish League Cup
San José del Guaviare	San José del Guaviare
Yarmouth, Alba Nuadh	Yarmouth
Southland Region	Southland
Eryri	Snowdonia
Brillean	Klitoris
Steàrnan	Terner
Peekskill, Eabhraig Nuadh	Peekskill
Caidreabhas	Allianse
Galla	Tispe
Taigh-dubh	Svarthus
Creag Dhubh (fàsach)	Black Rock Desert
Coed Duon	Blackwood (Caerphilly)
Baile an t-Saoir	Blantyre (South Lanarkshire)
Blenheim, Sealainn Nuadh	Blenheim (New Zealand)
Calum Clachair	Byggmester Bob
Fleming County, Kentucky	Fleming County
Boksburg	Boksburg
Bràigh Mhàrr	Braemar
Am Bràigh Riabhach	Braeriach
Martin Karplus	Martin Karplus
Canàl Cailleanach	Caledoniakanalen
Sgioba criogaid nan Innseachan an Iar	Vestindias herrelandslag i cricket
Àrd-thìr Ustyurt	Ustjurt
Cobhair:Susbaint	Hjelp:Portal
Baile Ùr Chille Bhoisil	Newtown St. Boswells
Tre Huw	Hugh Town
Bristol, Rhode Island	Bristol (Rhode Island)
Cill Dara	Kildare
Baile na Mainistreach	Newtownabbey
Kingston	Kingston
Dannevirke	Dannevirke (New Zealand)
An t-Àth Leathann	Broadford
Pontifícia Universidade Católica de Minas Gerais	Pontifícia Universidade Católica de Minas Gerais
Jones County, Dakota a Deas	Jones County (Sør-Dakota)
Råshult	Råshult
Burray	Burray
Wanaka	Wanaka
Papa Westray	Papa Westray
Fughlaigh	Foula
Kewaunee County, Wisconsin	Kewaunee County
Monroe County, Wisconsin	Monroe County (Wisconsin)
Greymouth	Greymouth
Loganair	Loganair
Latharna	Larne
An t-Òban	Oban
Fàsach dathte (Arizona)	Painted Desert
Irn Bru	Irn-Bru
Pàrtaidh Libearalach Choloimbia	Partido Liberal Colombiano
Preastabhaig	Prestwick
Fàsach Thabernas	Tabernasørkenen
Caol Loch Aillse	Kyle of Lochalsh
Lassie	Lassie
Gleann Rathais	Glenrothes
Chowan County, Carolina a Tuath	Chowan County
Loch Raineach	Loch Rannoch
Sgioba nàiseanta rugbaidh na h-Alba	Skottlands herrelandslag i rugby union
Rangipo	Rangipo Desert
Pickens County, Alabama	Pickens County (Alabama)
Ach-na-Feàrna	Elderslie
Sir William Ramsay	William Ramsay
Giles County, Virginia	Giles County (Virginia)
Mumford & Sons	Mumford & Sons
Baile Mhullaich	Balmullo
Forbes	Forbes
New Firm	New Firm
Graeme McDowell	Graeme McDowell
Uisge Dhè, Siorrachd Obair Dheathain	Dee (Aberdeenshire)
Great Basin	Great Basin
Mircean	Butare
Ratharsair	Raasay
Beic	Neiing
Whakatane	Whakatane
Matamata-Piako District	Matamata-Piako (distrikt)
Norðoyar	Norðoyar
Siorrachd Rois	Ross-shire
Inbhir Narann	Nairn
Switha	Switha
Ùisdean MacDhiarmaid	Hugh MacDiarmid
Taigh Iain Ghròt	John o' Groats
Hwlffordd	Haverfordwest
Clarksdale, Mississippi	Clarksdale (Mississippi)
Brùra	Brora
Aberdaugleddau	Milford Haven
Srath Bhroc	Broxburn (West Lothian)
Lios Tuathail	Listowel
Llandudno	Llandudno
Bruach Chluaidh	Clydebank
Baile Fharfair	Forfar
Crosshouse	Crosshouse
Ulapul	Ullapool
El Cerrito, Calafòrnia	El Cerrito
Hämeenkyrö	Tavastkyro
Cloich na Coillte	Clonakilty
East Greenwich, Rhode Island	East Greenwich
Bucaidh	Buckie
An t-Sròn Reamhar	Stranraer
Léim an Mhadaidh	Limavady
Dùn Barra	Dunbar
Cala na Creige	Stonehaven
Llangollen	Llangollen
Llangefni	Llangefni
Baile Eilidh	Helensburgh
Caerllion	Caerleon
Ystradfellte	Ystradfellte
Allmhagh Mòr	Alloa
Bridge of Weir	Bridge of Weir
Caiteirein	Catrine (Skottland)
Cumnag	Cumnock
An Ealaidh	Earlsferry
Clach Mhanainn	Clackmannan
Dùn Airchill	Earlston
Baile Eòghainn	Evanton
Caer-went	Caerwent
A' Chananaich	Fortrose
Cùl Dùn Beithe	Cowdenbeath
Cill Saidhe	Kilsyth
A' Ghualainn	Gullane
Baile Ùr an t-Slèibh	Newtonmore
Chirnside	Chirnside
Ros Maircnidh	Rosemarkie
Baile Ùr nan Granndach	Grantown-on-Spey
Obar Lobhair	Aberlour
Cathair Aile	Crail
Inbhir Chèitinn	Inverkeithing
Druim na Drochaid	Drumnadrochit
Farrais	Forres
Malaig	Mallaig
Port Rìgh	Portree
Coldingham	Coldingham
Tranant	Tranent
Àird nan Saor	Ardersier
Comraigh	Comrie
Càrn Fhiodh	Carnwath
Cathair MoLuaig	Carluke
Inbhir Pheofharain	Dingwall
Baile a' Chaolais	Ballachulish
Hacraig	Halkirk
Cearan Mhoire	Kirriemuir
Dail Bheithe	Dalbeattie
Inbhir Ghòrdain	Invergordon
Cùbar Aonghais	Coupar Angus
Inbhir Gharbhain	Girvan
Inbhir Crùidein	Cruden Bay
Inbhir Losaidh	Lossiemouth
Baile Bhainidh	Dufftown
Cille Chuimein	Fort Augustus
Àilt, Peart is Ceann Rois	Alyth
Cupar Fìobha	Cupar
Caisteal Dhùghlais	Castle Douglas
Baile Iongrach	Ballingry
Lann Bhrìghde	Lhanbryde
Drochaid Abhainne	Avonbridge
Airth	Airth
Cinn Lois	Kinloss
Cromba	Cromarty
Càrn Fheusda	Carnoustie
Deadard	Jedburgh
Ceann Loch Chille Chiarain	Campbeltown
Inbhir Ùige	Wick (Skottland)
Cùl Choinnich	Cockenzie
Am Broch	Burghead
Ceann Loch Lìobhann	Kinlochleven
Rhuthun	Ruthin
Drochaid Sguidheil	Conon Bridge
Achadh nan Leac	Auchinleck
Cill Fhinnean	Kilwinning
Calasraid	Callander
Langaim	Langholm
An Leargaidh Ghallda	Largs
Timaru, Sealainn Nuadh	Timaru
An Dubh-allt	Blackburn (West Lothian)
Darbhail	Darvel
Ceann a' Ghiùthsaich	Kingussie
Dòrnach	Dornoch
An Geal Àth	Galashiels
Hunndaidh	Huntly
Ceann Phàdraig	Peterhead
Obar Chiardair	Aberchirder
Ceann Loch Gilb	Lochgilphead
Inbhir Uaraidh	Inverurie
Lìte	Leith
Kopparberg	Kopparberg
Drochaid a' Chòta	Coatbridge
Abergwaun	Fishguard
Klippan	Klippan
An Sruthan Fuar	Coldstream
Baile Dhubhthaich	Tain
Goillspidh	Golspie
Mvezo	Mvezo
An t-Sròn	Troon
Llandrindod	Llandrindod Wells
Pontypridd	Pontypridd
Farsø	Farsø kommune
An Càrn Gorm	Cairn Gorm
Càrn an t-Sabhail	Cairn Toul
Laksaa	Laxey
Llanrhaeadr-ym-Mochnant	Llanrhaeadr-ym-Mochnant
Caledonian Mac a' Bhriuthainn	Caledonian MacBrayne
Colbh Iadaigh	Calf of Eday
Drochaid Aonachain	Spean Bridge
Eilean Bhuchain	Ellon
Calanais	Callanish
Port Rois	Portrush
Peantair	Maler
Capercaillie (còmhlan)	Capercaillie
El Hierro	El Hierro
Sincelejo	Sincelejo
Afon Dyfrdwy	Dee (Wales)
Dath na gruaige	Hårfarge
Tìr nan Cailleannach	Caledonia
Galar fèin-spèiseach na pearsanatachd	Narsissistisk personlighetsforstyrrelse
Cataibh	Sutherland
Bàta-siùil	Seilbåt
Chía (Cundinamarca)	Chía (Cundinamarca)
Stamh	Fingertare
Cúil Raithin	Coleraine
Na Hearadh	Harris (Hebridene)
Penobscot County, Maine	Penobscot County
Decatur County, Indiana	Decatur County (Indiana)
Tàcharan	Bytting
An Chorr Chríochach	Cookstown
Copinsay	Copinsay
Currach Cuimreach	Coracle
Taigh-cùirte	Tinghus
Jefferson County, Indiana	Jefferson County (Indiana)
Sgaoileadh-cumhachd	Devolusjon
Bogsa-fòn	Telefonkiosk
Pàdraig Post	Postmann Pat
Eilean Bhòid	Bute (øy)
Bonaid	Kyse
Blàr Boyacá	Slaget ved Boyacá
Poilitigs ann an Èireann	Irlands politiske system
Damsay	Damsay
Loidig mhatamataigeach	Formal logikk
Dinbych	Denbigh
An Cilgwri	Wirralhalvøya
Na h-Eileanan Tarsainn	Small Isles
Bàta-ràmh	Robåt
Giomach uisge	Astacoidea
Ùr-sgeulachd	Myte
Roinn (matamataig)	Divisjon (matematikk)
Dolgellau	Dolgellau
Dolair	Dollar (Clackmannanshire)
HMS Astute	HMS «Astute» (S119)
Tom an t-Sabhail	Tomintoul
Llandaf	Llandaff
Caolas Dhòrnaich	Dornoch Firth
Siorrachd Dhùn Phrìs	Dumfriesshire
Lios Mòr	Lismore (Skottland)
Siorrachd Pheairt	Perthshire
Aymer de Valence	Aymer de Valence, 2. jarl av Pembroke
An deoch dhraoidheil	Trylledrikk
Pàrtaidh Uaine na h-Alba	Scottish Green Party
SS Savannah	DS «Savannah»
Dùn Gasbaith	Duncansby Head
Dún Geimhin	Dungiven
Dùn Chailleann	Dunkeld
Rinneansaigh	North Ronaldsay
Seòlaid	Vannvei
Sanndaigh, Arcaibh	Sanday
Muckle Roe	Muckle Roe
Oilthigh Napier	Edinburgh Napier University
Iadaigh	Eday
60an	60-årene
50an	50-årene
40an	40-årene
30an	30-årene
Egilsay	Egilsay
Blàr Flodden	Slaget ved Flodden Field
Loch Ma-ruibhe	Loch Maree
Beinn Rothaich	Munro
San Juan	San Juan
Tengger	Tenggerørkenen
Ennor	St. Mary's (Scillyøyene)
Botal-teth	Varmeflaske
Muckle Flugga	Muckle Flugga
Henrik Stenson	Henrik Stenson
Funky Chicken	Fugledansen
Slighe Costa Sir Benfro	Pembrokeshire Coast Path
Ainmear gnìomhaireach	Verbalsubstantiv
Fàsach Strzelecki	Strzeleckiørkenen
Siorrachdan na h-Alba	Tradisjonelt grevskap (Skottland)
Oilthigh Cailleannach Glaschu	Glasgow Caledonian University
Richtersveld	Richtersveld
Fàsach Ryn	Ryn
Linne Mhoireibh	Moray Firth
Agnes Monica	Agnes Monica
Prìomh Mhinistearan na h-Alba	Skottlands førsteminister
Loch Tatha	Loch Tay
Abhainn Nis	Ness (elv)
Fuadach nan Gàidheal	Highland Clearances
Loch Obha	Loch Awe
Gleann Ghormlaithe	Glengormley
Baintighearna	Lady
Eynhallow	Eynhallow
Fara, Arcaibh	Fara (øy)
Faray	Faray
Roinn-seòrsa:A' Ghearmailt	Kategori:Tyskland
Roinn-seòrsa:An Eadailt	Kategori:Italia
Roinn-seòrsa:Na Stàitean Aonaichte	Kategori:USA
Roinn-seòrsa:An Ruis	Kategori:Russland
Roinn-seòrsa:Canada	Kategori:Canada
Roinn-seòrsa:An Rìoghachd Aonaichte	Kategori:Storbritannia
Roinn-seòrsa:An Spàinn	Kategori:Spania
Roinn-seòrsa:An t-Seapan	Kategori:Japan
Roinn-seòrsa:Astràilia	Kategori:Australia
Roinn-seòrsa:Meagsago	Kategori:Mexico
Roinn-seòrsa:Na h-Innseachan	Kategori:India
Roinn-seòrsa:Aràibia nan Sabhd	Kategori:Saudi-Arabia
Roinn-seòrsa:Israel	Kategori:Israel
Papa Stronsay	Papa Stronsay
Roinn-seòrsa:An Tuirc	Kategori:Tyrkia
Roinn-seòrsa:An Èipheit	Kategori:Egypt
Roinn-seòrsa:Sealainn Nuadh	Kategori:New Zealand
Roinn-seòrsa:An Argantain	Kategori:Argentina
Paramadair	Parameter
Roinn-seòrsa:0an	0-årene
20an	20-årene
Tirari	Tirariørkenen
Out Stack	Out Stack
Garret FitzGerald	Garret FitzGerald
An Caisteal Nuadh	Newcastle upon Tyne
Sturt's Stony Desert	Sturt steinørken
Teicheadh nan Iarla	Jarlenes flukt
Port-adhair Inbhir Nis	Inverness lufthavn
Port Adhair Bhaile na h-Eaglais	Kirkwall lufthavn
Linga Holm	Linga Holm
Siapansaigh	Shapinsay
1120an	1120-årene
680an	680-årene
Linne Latharna	Firth of Lorn
Envigado	Envigado
Roinn-seòrsa:An Ostair	Kategori:Østerrike
Roinn-seòrsa:An Innd-Innse	Kategori:Indonesia
Roinn-seòrsa:Na Tìrean Ìsle	Kategori:Nederland
Roinn-seòrsa:Pacastan	Kategori:Pakistan
Roinn-seòrsa:A' Phòlainn	Kategori:Polen
Roinn-seòrsa:A' Phortagail	Kategori:Portugal
Roinn-seòrsa:An Eilbheis	Kategori:Sveits
Roinn-seòrsa:An Ucràin	Kategori:Ukraina
Roinn-seòrsa:Bhiet-Nam	Kategori:Vietnam
Roinn-seòrsa:Impireachd na Ròimhe	Kategori:Romerske keiserriket
Roinn-seòrsa:Mamalan	Kategori:Pattedyr
Roinn-seòrsa:Snàigean	Kategori:Krypdyr
Roinn-seòrsa:Eòin	Kategori:Fugler
Roinn-seòrsa:Eòlas-nàdair	Kategori:Fysikk
Roinn-seòrsa:Bith-eòlas	Kategori:Biologi
Roinn-seòrsa:Ceimigeachd	Kategori:Kjemi
Roinn-seòrsa:Eachdraidh	Kategori:Historie
Roinn-seòrsa:Cruinn-eòlas	Kategori:Geografi
Roinn-seòrsa:Creideamh	Kategori:Religion
Roinn-seòrsa:Spòrs	Kategori:Sport
Roinn-seòrsa:Eòlas	Kategori:Vitenskap
Roinn-seòrsa:An t-Aonadh Eòrpach	Kategori:Den europeiske union
Reifreann air Neo-eisimealachd na h-Alba 2014	Folkeavstemningen om skotsk uavhengighet 2014
Viktor Yushchenko	Viktor Jusjtsjenko
Swona	Swona
Kapiti	Kapitiøya
Network Rail	Network Rail
Bheastraigh	Westray
Feamainn dubh	Sagtang
Fàsach dathte (Astràilia)	Painted Desert (Australia)
Itagüí	Itagüí
Tredegar	Tredegar
Arailt	Harald
Gaoda Bheinn	Goat Fell
Tonypandy	Tonypandy
Coinneach	Kenneth
Gàidhlig Chanada	Kanadisk gælisk
Selchidh (Neach-ròn)	Selkier
Fialaidheachd	Gavmildhet
Bailiùn-adhair teth	Varmluftballong
Romhsaigh	Rousay
Out Skerries	Out Skerries
Papa Stour	Papa Stour
Præstø	Præstø
Carnlach	Carnlough
Vallenato	Vallenato
Brosnachadh Bhruis	Scots Wha Hae
Hempstead, Eabhraig Nuadh	Town of Hempstead
Vaila	Vaila
Taigh an Ròid	Holyrood
Hurunui District	Hurunui (distrikt)
Gobha	Smed
Rìoghachd na Pòlainn (1385 - 1569)	Kongedømmet Polen (1385–1569)
Canàl Foirthe agus Cluaidh	Forth og Clyde-kanalen
Innis Choluim	Inchcolm
Fàsach Ordos	Ordosplatået
Aonadh Rugbaidh na h-Èireann	Irish Rugby Football Union
Noss	Noss
Cogadh nam Boer	Boerkrigene
Jens C. Skou	Jens Christian Skou
Ball-maise	Ornament
Cuaraidh Penrhyn	Penrhyn Quarry
Rosbrog	Roxburgh
Sealgair	Jeger
Panevėžys	Panevėžys
Pentre Ifan	Pentre Ifan
Bàta-sàbhalaidh	Livbåt
Tararua District	Tararua (distrikt)
Cocairix	Miraculix
Carraig Uí Leighin	Carrigaline
Stronsaigh	Stronsay
Linne Tatha	Firth of Tay
Aberaeron	Aberaeron
Rhiwabon	Ruabon
Ewenni	Ewenny
Irbhinn	Irvine (Ayrshire)
Rionegro	Rionegro
Fàsach Chalbi	Chalbi
Párvusz	Párvusz
Inneal smùid	Røykmaskin
Rampjaar	Rampjaar
Berne, Indiana	Berne (Indiana)
Deimhidh, Siorrachd Obar Dheathain	Daviot
Valbo	Valbo
Sgùrr Alasdair	Sgurr Alasdair
Taigh Mhàrtainn	Whithorn
Aral Karakum	Aral Karakum
An Luirg	Lairg
Saryesik-Atyrau	Saryjesik-Atyrau
Aisgeabhal	Askival
Latha a' Bhreitheanais	Dommens dag
Crois Mhic Lionnáin	Crossmaglen
Valverde	Valverde (Santa Cruz de Tenerife)
Qunu	Qunu
Oilthigh Srath Chluaidh	University of Strathclyde
An Caol Arcach	Pentland Firth
Tighearnas nan Eilean	Lord of the Isles
Baile an Todhair	Balintore
Manannan mac Lir	Manannan
Sionnachan-mara	Morild
Glyn-nedd	Glynneath
Rubha Àird nam Murchan	Ardnamurchan Point
Neyland	Neyland
Solas na Greine	Morning Has Broken
Alex van Halen	Alex Van Halen
Mousa	Mousa
Y Mwmbwls	Mumbles
Baile a' Chaisteil, Gallaibh	Castletown (Caithness)
Roinn-seòrsa:Soilleireachadh	Kategori:Pekere
Roinn-seòrsa:Na h-Olympics	Kategori:Olympiske leker
Roinn-seòrsa:Feallsanachd	Kategori:Filosofi
Roinn-seòrsa:Eòlas-inntinn	Kategori:Psykologi
Roinn-seòrsa:Crìosdaidheachd	Kategori:Kristendom
Roinn-seòrsa:Islam	Kategori:Islam
Bodach-ròcais	Fugleskremsel
Ynys Enlli	Bardsey Island
BBC Wales	BBC Wales
Castell-nedd	Neath
Obar Dhobhair	Aberdour
Y Rhyl	Rhyl
Cadha	Gjel
Varde	Varde (Danmark)
Na h-Eileanan Samhraidh	Summer Isles
Àirigh	Seter
Iolair	Ørner
Baile an Easbaig	Bishopton
Cruinn-eòlas na h-Alba	Skottlands geografi
Lèineag is sgiort	Kjole og skjørt
Trondra	Trondra
Caisteal Dhùn Bhreatainn	Dumbarton Castle
Obar Chùirnidh	Abercorn
Bay of Plenty Region	Bay of Plenty
Saint John's	St John's
Creutairean (Miotas-eòlasach)	Fabelvesen
Port Stíobhaird	Portstewart
Maesteg	Maesteg
Raineach-mhara	Skolmetang
Olshammar	Olshammar
Dún an Rí	Kingscourt
Abertyleri	Abertillery
Baile Adainn	Haddington
Greatna	Gretna (Skottland)
Còbra	Kobraslanger
Thames-Coromandel District	Thames-Coromandel
The Far Side	Larsons Gale Verden
Corwen	Corwen
Y Waun	Chirk
Cluain Tarbh	Clontarf
Gall-Ghaidhealaibh	Galloway
Dasht-e Margoh	Dasht-e Margoh
Comhairle Cathair Dhùn Dè	City of Dundee
A' Ghleann Aburrá	Aburrádalen
Gruag chiar	Brunt hår
Comhairle Cathair Dhùn Èideann	City of Edinburgh
Bochotnica	Bochotnica
Toirbheartan	Torridon
Cuileann Ros	Culross
Taggart	Taggart
Comhairle Cathair Obar Dheathain	City of Aberdeen
Baile a' Chnuic	Hilton of Cadboll
Ishpeming, Michigan	Ishpeming (Michigan)
Lamb Holm	Lamb Holm
Baile na Croise, Contae Dhoire	Draperstown
Universidade do Estado de Minas Gerais	Universidade do Estado de Minas Gerais
Dùnaid	Dunnet
Bryn Celli Ddu	Bryn Celli Ddu
Crughywel	Crickhowell
Abhainn Nid	Nith
Sandaigh (Na h-Eileanan Tarsainn)	Sanday (Hebridene)
Sam Smalaidh	Brannmann Sam
Purt le Moirrey	Port St Mary
An Dìseart	Dysart
Àthfort	Alford (Aberdeenshire)
Sgùrr nan Gillean	Sgurr nan Gillean
Taupo District	Taupo (distrikt)
Bargod	Bargoed
Tomás Ó Rathaile	Thomas Francis O'Rahilly
Armadail, Lodainn an Iar	Armadale (West Lothian)
Pentland Skerries	Pentland Skerries
Ystradgynlais	Ystradgynlais
Cnò-mheannt	Muskat
Cùil Lodair	Culloden
A' chaora mhaol	Sjeviotsau
Conrad Bain	Conrad Bain
Lunna Holm	Lunna Holm
Llanidloes	Llanidloes
Pedro Nel Ospina Vásquez	Pedro Nel Ospina
Obar Phuill	Aberfoyle
's-Hertogenbosch	’s-Hertogenbosch
Unnlagh	Bot
Breac	Ørret
Bruthach	Banke
Bryn	Bryn
Roinn-seòrsa:Bun	Kategori:Stubber
Roinn-seòrsa:Planaidean	Kategori:Planeter
Roinn-seòrsa:Cultar	Kategori:Kultur
Roinn-seòrsa:Mòr-roinnean	Kategori:Kontinenter
Roinn-seòrsa:Eòlas-talmhainn	Kategori:Geologi
Roinn-seòrsa:Liostaichean	Kategori:Lister
Tùr Coltejer	Edificio Coltejer
10an	10-årene
Balley Keeil Eoin	St Johns, Man
William Forbes Skene	William Forbes Skene
Tairbeart Loch Fìne	Tarbert
Pàrtaidh Làbarach na h-Alba	Scottish Labour Party
Vementry	Vementry
Jämshög	Jämshög
Pàrtaidh Tòraidheachd na h-Alba	Scottish Conservative and Unionist Party
Bigear	Biggar
Pàrtaidh Libearal Deamocratach na h-Alba	Scottish Liberal Democrats
Soills air Mo Smuain	Deg å få skode
Bian	Skinn
Giùirne	Kolle (natur)
Abersychan	Abersychan
Kvikne	Kvikne
A' Bhuidheanach Bheag	A' Bhuidheanach Bheag
Ålgård	Ålgård
An Sgurr	An Sgurr
Stenhousemuir	Stenhousemuir
Am Mòd Nàiseanta Rìoghail	Den Kongelige Nasjonale Mod (Skotsk)
Bòrd na Gàidhlig	Bòrd na Gàidhlig
Pàrras	Paradis
Jimmy Reid	Jimmy Reid
Meifod	Meifod
Bìrlinn	Birlinn
Cydweli	Kidwelly
Allmhaigh	Alloway
Iain Mac a' Ghobhainn	Iain Crichton Smith
Y Rhws	Rhoose
Slighe Cladach Ynys Môn	Anglesey Coastal Path
Dinas Powys	Dinas Powys
Tregolwyn	Colwinston
Mynachlog-ddu	Mynachlog-ddu
Sark	Sark
Abhainn nam Manach	Beauly (elv)
Iain Latharna Caimbeul	John Lorne Campbell
Cas-blaidd	Wolf's Castle
Dail Ruigh, Siorrachd Àir a Tuath	Dalry
Zenana	Zenana
Roinn-seòrsa:Wikipedia bots	Kategori:Boter
Forsdal	Foxdale
Creneash	Cregneash
Am Baisteir	Am Basteir
Roinn-seòrsa:Cleasaichean nam film	Kategori:Skuespillere
Roinn-seòrsa:LCDT	Kategori:LHBT
Teamplaid:Userbox	Mal:Userbox
Saturn	Saturn (andre betydninger)
Carl Borgstrøm	Carl H. Borgstrøm
Srath Irbhinn	Loudoun
Pàircean Nàiseanta na h-Alba	Nasjonalparker i Skottland
Roinn-seòrsa:Lagh	Kategori:Rettsvitenskap
Roinn-seòrsa:Dùthchannan	Kategori:Land
Roinn-seòrsa:Eaconomachd	Kategori:Nasjonaløkonomi
Uicipeid:Administrators	Wikipedia:Administratorer
Uicipeid:Bot policy	Wikipedia:Roboter
Roinn-seòrsa:Eadar-lìon	Kategori:Internett
Uicipeid:WikiProject Check Wikipedia	Wikipedia:WikiProject Check Wikipedia
Roinn-seòrsa:Poileataigs	Kategori:Politikk
Roinn-seòrsa:Foghlam	Kategori:Utdanning
Roinn-seòrsa:Ealain	Kategori:Kunst
Kaunas	Kaunas
Cunntasachd	Regnskap
Königsberg	Königsberg
Cinn-suidhe Choloimbia	Liste over Colombias presidenter
An Èipheit	Egypt
Roinn-seòrsa:Feallsanaiche	Kategori:Filosofer
Teamplaid:Bot	Mal:Bot
Trafaig	Trafikk
Canada	Canada
Roinn-seòrsa:An Ungair	Kategori:Ungarn
Roinn-seòrsa:A' Bheilg	Kategori:Belgia
Roinn-seòrsa:An t-Seic	Kategori:Tsjekkia
Roinn-seòrsa:An Danmhairg	Kategori:Danmark
Roinn-seòrsa:Eastòinia	Kategori:Estland
Roinn-seòrsa:Suòmaidh	Kategori:Finland
Roinn-seòrsa:A' Ghrèig	Kategori:Hellas
Roinn-seòrsa:Innis Tìle	Kategori:Island
Roinn-seòrsa:Lucsamburg	Kategori:Luxembourg
Roinn-seòrsa:Liotuàinia	Kategori:Litauen
Roinn-seòrsa:An t-Suain	Kategori:Sverige
Roinn-seòrsa:An t-Slòbhac	Kategori:Slovakia
Roinn-seòrsa:Sloibhìnia	Kategori:Slovenia
Roinn-seòrsa:Poblachd na h-Èireann	Kategori:Republikken Irland
Nèamh	Himmelen
Lann Fhìonain	Lumphanan
Teamplaid:Flagicon	Mal:Flagicon
Roinn-seòrsa:An Roinn-Eòrpa	Kategori:Europa
Teamplaid:Documentation	Mal:Dokumentasjon
Ball-gineamhainn	Kjønnsorgan
Uicipeid:Doras na coimhearsnachd	Wikipedia:Portal
Roinn-seòrsa:Cànain an luchd-cleachdaidh	Kategori:Wikipedia-brukere etter språk
Arieh Warshel	Arieh Warshel
Gnothachas	Næringsliv
Instituto Federal da Bahia	Instituto Federal da Bahia
Teamplaid:Softredirect	Mal:Softredirect
Teamplaid:Delete	Mal:Hurtigsletting
Rìghrean Breatainn Mhòr agus an Rìoghachd Aonaichte	Liste over britiske monarker
Roinn-seòrsa:Teicneòlas	Kategori:Teknologi
Breug	Løgn
Roinn-seòrsa:Cànain	Kategori:Språk
Uicipeid:General disclaimer	Wikipedia:Generelle forbehold
Saighdear	Soldat
Roinn-seòrsa:Bailtean anns an t-Seic	Kategori:Byer i Tsjekkia
Teamplaid:-	Mal:-
Teamplaid:Navbox	Mal:Navboks
Bàgh Caswell	Caswell Bay
Teamplaid:Shortcut	Mal:Snarvei
Teamplaid:Fact	Mal:Trenger referanse
Pana	Pan (andre betydninger)
Teamplaid:!	Mal:!
Teamplaid:=	Mal:=
Teamplaid:Navbar	Mal:Tnavbar
Teamplaid:Code	Mal:Kode
Teamplaid:Unicode	Mal:Unicode
Teamplaid:Clear	Mal:Clear
Teamplaid:Col-begin	Mal:Col-begin
Teamplaid:Col-end	Mal:Col-end
Roinn-seòrsa:Afraga	Kategori:Afrika
Roinn-seòrsa:Bìoball	Kategori:Bibelen
Teamplaid:Babel-3	Mal:Babel-3
Teamplaid:Babel	Mal:Babel
Teamplaid:Commons	Mal:Commons
Teamplaid:Reflist	Mal:Referanser
Teamplaid:Bun	Mal:Stubb
Teamplaid:User af-1	Mal:Bruker af-1
Teamplaid:User als-1	Mal:Bruker als-1
Teamplaid:User ar-1	Mal:Bruker ar-1
Teamplaid:User az	Mal:Bruker az
Teamplaid:User eo-1	Mal:Bruker eo-1
Teamplaid:See also	Mal:Se også
Teamplaid:User da-2	Mal:Bruker da-2
Teamplaid:User da	Mal:Bruker da
Teamplaid:User be-2	Mal:Bruker be-2
Teamplaid:User da-1	Mal:Bruker da-1
Teamplaid:User eo-3	Mal:Bruker eo-3
Teamplaid:User de	Mal:Bruker de
Teamplaid:User de-1	Mal:Bruker de-1
Teamplaid:User et-1	Mal:Bruker et-1
Teamplaid:User el	Mal:Bruker el
Teamplaid:User es	Mal:Bruker es
Teamplaid:User de-3	Mal:Bruker de-3
Teamplaid:User en-3	Mal:Bruker en-3
Teamplaid:User en-1	Mal:Bruker en-1
Teamplaid:User en-2	Mal:Bruker en-2
Teamplaid:User fa-1	Mal:Bruker fa-1
Teamplaid:User eo-2	Mal:Bruker eo-2
Teamplaid:User en-4	Mal:Bruker en-4
Teamplaid:User fi	Mal:Bruker fi
Teamplaid:User en	Mal:Bruker en
Teamplaid:User de-2	Mal:Bruker de-2
Teamplaid:User es-1	Mal:Bruker es-1
Teamplaid:User fr-1	Mal:Bruker fr-1
Gillebríghde Albanach	Gillebrìghde Albanach
Teamplaid:User he-2	Mal:Bruker he-2
Teamplaid:User id-3	Mal:Bruker id-3
Teamplaid:User io-3	Mal:Bruker io-3
Teamplaid:User it-3	Mal:Bruker it-3
Teamplaid:User grc-1	Mal:Bruker grc-1
Teamplaid:User ja-4	Mal:Bruker ja-4
Teamplaid:User tr-2	Mal:Bruker tr-2
Teamplaid:User fr-2	Mal:Bruker fr-2
Teamplaid:User tr	Mal:Bruker tr
