Africa	Afrika
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Limba turcă	Tyrkisk
Mulțimea lui Mandelbrot	Mandelbrotmengden
Africa de Sud	Sør-Afrika
Jean-François Champollion	Jean-François Champollion
Linkin Park	Linkin Park
Algeria	Algerie
Wikisursă	Wikikilden
Uraganul Sandy	Orkanen Sandy
Uzbekistan	Usbekistan
Drosera	Soldoggslekta
Poznań	Poznań
Tașkent	Tasjkent
Varșovia	Warszawa
Concursul Muzical Eurovision	Eurovision Song Contest
Modena	Modena
Whisky	Whisky
Vin	Vin
Apă	Vann
Coniac	Konjakk
Cognac	Cognac (Charente)
Piele (material)	Lær
Lemn	Treverk
Tours	Tours
Televiziune	Fjernsyn
Sex	Kjønn
Pornografie	Pornografi
Limba islandeză	Islandsk
Claude Monet	Claude Monet
Diego Velázquez	Diego Velázquez
Chile	Chile
Saga Islandezilor	Islendingesaga
El Greco	El Greco
Isus din Nazaret	Jesus Kristus
Elvis Presley	Elvis Presley
Sebastián Piñera	Sebastián Piñera
Galileo Galilei	Galileo Galilei
Mercur (planetă)	Merkur
Istorie	Historie
Cimitirul Père-Lachaise	Père Lachaise
Apple Inc.	Apple
Venus	Venus
Limbă (comunicare)	Språk
Dragoste	Kjærlighet
Dictatură	Diktatur
Galaxie	Galakse
Jupiter	Jupiter
Michelle Bachelet	Michelle Bachelet
Calea Lactee	Melkeveien
Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch	Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch
Big Bang	Big Bang
Uranus	Uranus
Wikipedia în engleză	Wikipedia på engelsk
Nicolas Sarkozy	Nicolas Sarkozy
Neptun	Neptun (planet)
Astronomie	Astronomi
Singapore	Singapore
Știință	Vitenskap
Cosmologie	Kosmologi
Pluton	Pluto
Montréal	Montréal
Software liber	Fri programvare
Quimper	Quimper
La Flèche	La Flèche
Viitor	Fremtid
Fecioara Maria	Jomfru Maria
Ludovic al IX-lea al Franței	Ludvig IX av Frankrike
Liechtenstein	Liechtenstein
Sport	Sport
Cambridge	Cambridge
Parcul Național Yellowstone	Yellowstone nasjonalpark
Adolf Hitler	Adolf Hitler
Blanche a Castiliei	Blanka av Castilla
Facebook	Facebook
Google+	Google+
WikiLeaks	WikiLeaks
Julian Assange	Julian Assange
Primul Război Mondial	Første verdenskrig
Al Doilea Război Mondial	Andre verdenskrig
Köln	Köln
Corupție	Korrupsjon
Wikimanuale	Wikibøker
Augusto Pinochet	Augusto Pinochet
Wikicitat	Wikiquote
Wikivoyage	Wikivoyage
Votcă	Vodka
Ceas	Klokke (ur)
Yanka Kupala	Janka Kupala
Ubuntu	Ubuntu (operativsystem)
Skopje	Skopje
Gdynia	Gdynia
Bob Dylan	Bob Dylan
Szczecin	Szczecin
Metrologie	Metrologi
Matematică	Matematikk
U2	U2
Limba latină	Latin
Bahrain	Bahrain
Armenia	Armenia
Jenna Jameson	Jenna Jameson
Scriere cuneiformă	Kileskrift
Bosonul Higgs	Higgs-boson
Serbia	Serbia
Lună	Månen
Istanbul	Istanbul
Australia	Australia
Bob Marley	Bob Marley
Carl Sagan	Carl Sagan
Exobiologie	Astrobiologi
Placa Pioneer	Pioneerplatene
Fizică	Fysikk
Argentina	Argentina
Telecomunicație	Telekommunikasjon
Peru	Peru
Biologie	Biologi
Obiect zburător neidentificat	Uidentifisert flygende objekt
Coreea de Nord	Nord-Korea
Cambodgia	Kambodsja
Drepturile animalelor	Dyrerettigheter
Centura Kuiper	Kuiperbeltet
Coran	Koranen
Dinozaur	Dinosaurer
Zoologie	Zoologi
Islam	Islam
Biblioteca din Alexandria	Biblioteket i Alexandria
Ljubljana	Ljubljana
Salvador Allende	Salvador Allende
Botanică	Botanikk
Naturalis Historia	Naturalis Historia
Ich bin ein Berliner	Ich bin ein Berliner
Lech Wałęsa	Lech Wałęsa
Roată	Hjul
Encyclopédie	Encyclopédie
Denis Diderot	Denis Diderot
Georges Brassens	Georges Brassens
Minte	Sinn
Pace	Fred
Encyclopædia Britannica	Encyclopædia Britannica
Lyon	Lyon
Poissy	Poissy
Uniunea Europeană	Den europeiske union
Plovdiv	Plovdiv
Internet Archive Wayback Machine	Internet Archive
Războiul stelelor (franciză)	Star Wars
Ron-Alpi	Rhône-Alpes
World Wide Web	World Wide Web
Femeie	Kvinne
Sferă Dyson	Dyson-sfære
Sofia	Sofia
Apeduct	Akvedukt
Ñ	Ñ
Don Quijote	Don Quijote
.xxx	.xxx
Poezie	Poesi
Megaupload	Megaupload
Virus informatic	Datavirus
Accidentul nuclear de la Cernobîl	Tsjernobyl-ulykken
Zâmbet	Smil
Bombardamentele atomice de la Hiroshima și Nagasaki	Atombombene over Hiroshima og Nagasaki
Bill Maher	Bill Maher
Milano	Milano
Prieten	Vennskap
Memorie	Hukommelse
Arthur Rimbaud	Arthur Rimbaud
Torino	Torino
Excrement	Avføring
Anus	Anus
Lămâi	Sitron
Charles Baudelaire	Charles Baudelaire
Stendhal	Stendhal
Banană	Bananer
Émile Zola	Émile Zola
666	666
Floare	Blomst
Googol	Googol
Googolplex	Googolplex
Groapa Marianelor	Marianergropen
Vladimir Vîsoțki	Vladimir Vysotskij
Everest	Mount Everest
Anatomie	Anatomi
Oraș	By
Napoleon I	Napoléon Bonaparte
Olympus Mons	Olympus Mons
Fiziologie	Fysiologi
Stea	Stjerne
Vezuviu	Vesuv
Soare	Solen
PSR B1257+12	PSR B1257+12
Louis Pasteur	Louis Pasteur
An-lumină	Lysår
Sat	Landsby
Victor Hugo	Victor Hugo
Waldemarsudde	Waldemarsudde
Oceania	Oseania
Giuseppe Garibaldi	Giuseppe Garibaldi
Orvieto	Orvieto
Atletism	Friidrett
Cenzură	Sensur (informasjon)
Sistemul solar	Solsystemet
Marea Baltică	Østersjøen
Triest	Trieste
Vistula	Wisła
Bulevardul Champs-Élysées	Avenue des Champs-Élysées
Oder	Oder
Dinte	Tann
Hidrogen	Hydrogen
Patti Smith	Patti Smith
Heliu	Helium
Iad (religie)	Helvete
Wikimedia Commons	Wikimedia Commons
Purgatoriu	Skjærsilden
Angela Merkel	Angela Merkel
Litiu	Litium
Beriliu	Beryllium
Difuzor	Høyttaler
Carte	Bok
Zi	Dag
Timorul de Est	Øst-Timor
Noapte	Natt
An	År
Secol	Århundre
Łódź	Łódź
Villeurbanne	Villeurbanne
Mont Blanc	Mont Blanc
Rin	Rhinen
Oslo	Oslo
Bonn	Bonn
Sărbătoarea Tuturor Sfinților	Allehelgensdag
Katowice	Katowice
Gaură neagră	Sort hull
Luís de Camões	Luís de Camões
Invincibilii (film din 2011)	De urørlige
Ceres (planetă pitică)	Ceres (dvergplanet)
Lisabona	Lisboa
Rzeszów	Rzeszów
Ichiro Suzuki	Ichiro Suzuki
Haumea (planetă pitică)	Haumea
Ron	Rhône
Makemake (planetă pitică)	Makemake
Michael Bloomberg	Michael Bloomberg
Eris (planetă pitică)	Eris (dvergplanet)
Dubai	Dubai
Lionel Messi	Lionel Messi
Padova	Padova
Bor (element)	Bor (grunnstoff)
Nicolaus Copernic	Nikolaus Kopernikus
Versailles	Versailles
Ludwigsburg	Ludwigsburg
Carbon	Karbon
Alessandro Del Piero	Alessandro Del Piero
Volga	Volga
Azot	Nitrogen
Bergamo	Bergamo
Oxigen	Oksygen
FC Internazionale Milano	Inter
Neil Young	Neil Young
Planetă	Planet
Cleopatra	Kleopatra VII av Egypt
Kate Bush	Kate Bush
Muzică	Musikk
Veneția	Venezia
Naruto	Naruto
Pad	Po
Sharm el-Sheih	Sharm el-Sheikh
Neva	Neva
Termometru	Termometer
Rennes	Rennes
Lille	Lille
Moscova	Moskva
Fluor	Fluor
Limba italiană	Italiensk
Chihuahua (rasă canină)	Chihuahua (hund)
Neon	Neon
Chihuahua (stat)	Chihuahua (delstat)
Sankt Petersburg	St. Petersburg
Ciad	Tsjad
Sodiu	Natrium
Nord	Nord
Magneziu	Magnesium
Neon Genesis Evangelion	Neon Genesis Evangelion
Aluminiu	Aluminium
Noua Zeelandă	New Zealand
Lugdunum	Lugdunum
Sud	Sør
India	India
Siliciu	Silisium
Franciu	Francium
Tuvalu	Tuvalu
One Piece	One Piece
Fosfor	Fosfor
André-Marie Ampère	André-Marie Ampère
Proză	Prosa
Fier	Jern
Tonga	Tonga
Vest	Vest
Alessandro Volta	Alessandro Volta
Sulf	Svovel
Samoa	Samoa
Est	Øst
Insulele Solomon	Salomonøyene
Vanuatu	Vanuatu
Molière	Molière
Clor	Klor
Delft	Delft
Papua Noua Guinee	Papua Ny-Guinea
William Shakespeare	William Shakespeare
Fabulă	Fabel
Olanda de Sud	Zuid-Holland
Palau	Palau
Argon	Argon
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Basm	Eventyr
Olanda de Nord	Noord-Holland
Statele Federate ale Microneziei	Mikronesiaføderasjonen
Potasiu	Kalium
Olympique Lyonnais	Olympique Lyonnais
Zeelanda	Zeeland
Calciu	Kalsium
Flevoland	Flevoland
Plumb	Bly
Insulele Marshall	Marshalløyene
Kiribati	Kiribati
Mongolia	Mongolia
Fiji	Fiji
Scandiu	Scandium
Stevie Wonder	Stevie Wonder
Heilbronn	Heilbronn
Titan	Titan (grunnstoff)
Venezuela	Venezuela
Șah (joc)	Sjakk
Saginaw, Michigan	Saginaw
Ginghis Han	Djengis Khan
Vanadiu	Vanadium
Maine	Maine
Crom	Krom
Cal	Hest
Amsterdam	Amsterdam
Armă	Våpen
Regnul Animalia	Dyr
Surinam	Surinam
Mangan	Mangan
Paraguay	Paraguay
Guyana	Guyana
Artă	Kunst
Ecuador	Ecuador
Reniu	Rhenium
Columbia	Colombia
Cobalt	Kobolt
Jean Racine	Jean Racine
Wolfram	Wolfram
Nichel	Nikkel
Fragaria	Jordbærslekta
Pierre Corneille	Pierre Corneille
Budism	Buddhisme
Groningen	Groningen (by)
Bolivia	Bolivia
Osmiu	Osmium
Groningen (provincie)	Groningen (provins)
Cupru	Kobber
Trinidad și Tobago	Trinidad og Tobago
Paul Verlaine	Paul Verlaine
Plantă	Planter
Sfântul Vicențiu și Grenadinele	Saint Vincent og Grenadinene
Zinc	Sink
New Hampshire	New Hampshire
Sfânta Lucia	Saint Lucia
Białystok	Białystok
Leonardo da Vinci	Leonardo da Vinci
Sfântul Cristofor și Nevis	Saint Kitts og Nevis
Regnul Fungi	Sopper
Dario Fo	Dario Fo
Jamaica	Jamaica
Stéphane Mallarmé	Stéphane Mallarmé
Grenada	Grenada
Provincia Frizia	Friesland (Nederland)
Massachusetts	Massachusetts
Drenthe	Drenthe
Overijssel	Overijssel
Guatemala	Guatemala
Gelderland	Gelderland
Utrecht (provincie)	Utrecht (provins)
Google Chrome	Google Chrome
Bahamas	Bahamas
Connecticut	Connecticut
Găină	Tamhøns
Antigua și Barbuda	Antigua og Barbuda
Hawaii	Hawaii
Honduras	Honduras
Dominica	Dominica
Insula Jersey	Jersey
Republica Dominicană	Den dominikanske republikk
Porc domestic	Gris
Oceanul Arctic	Nordishavet
Haiti	Haiti
Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu
El Salvador	El Salvador
Zwolle	Zwolle
Iran	Iran
Prostie	Dumhet
Irak	Irak
Alaska	Alaska
Assen	Assen
Înțelepciune	Visdom
Costa Rica	Costa Rica
Israel	Israel
Nowy Sącz	Nowy Sącz
Utrecht	Utrecht (by)
Panama	Panama
Yemen	Jemen
Lausanne	Lausanne
Virus	Virus
Limba poloneză	Polsk
Iordania	Jordan
Nicaragua	Nicaragua
Florida	Florida
Kârgâzstan	Kirgisistan
Arizona	Arizona
Kuweit	Kuwait
Laos	Laos
Liban	Libanon
Oregon	Oregon
Maldive	Maldivene
America	Amerika
Utah	Utah
Vacă	Storfe
Malaezia	Malaysia
Cantonul Valais	Wallis
Mihail Bulgakov	Mikhail Bulgakov
Birmania	Myanmar
Nepal	Nepal
Andrei Rubliov	Andrej Rubljov
Oman	Oman
Pakistan	Pakistan
James Bond	James Bond
Qatar	Qatar
Tenis de câmp	Tennis
François Villon	François Villon
MySQL	MySQL
Arabia Saudită	Saudi-Arabia
Lockheed L-1011 TriStar	Lockheed L-1011
Andrei Tarkovski	Andrej Tarkovskij
Sri Lanka	Sri Lanka
Iosif Vissarionovici Stalin	Josef Stalin
Cod de bare	Strekkode
Siria	Syria
Platon	Platon
Galiu	Gallium
Iosif Brodski	Josif Brodskij
Tadjikistan	Tadsjikistan
Pokémon	Pokémon
Taiwan	Republikken Kina
YouTube	YouTube
Germaniu	Germanium
Aristotel	Aristoteles
Thailanda	Thailand
Tren	Jernbanetog
Arsen	Arsen
Radio	Radio
Meryl Streep	Meryl Streep
Turkmenistan	Turkmenistan
Abakan	Abakan
Seleniu	Selen
Iridiu	Iridium
Emiratele Arabe Unite	De forente arabiske emirater
Brom	Brom
Platină	Platina
Vietnam	Vietnam
Charlie Chaplin	Charlie Chaplin
Novosibirsk	Novosibirsk
Coreea de Sud	Sør-Korea
Józef Piłsudski	Józef Piłsudski
Familia Simpson	Simpsons
Ekaterinburg	Jekaterinburg
Kripton	Krypton
Afganistan	Afghanistan
Gangnam Style	Gangnam Style
Nijni Novgorod	Nizjnij Novgorod
J. R. R. Tolkien	J. R. R. Tolkien
Limonadă	Limonade
Samara (Rusia)	Samara
Rubidiu	Rubidium
Mountain Dew	Mountain Dew
Aur	Gull
Omsk	Omsk
Canalul Suez	Suezkanalen
Kazan	Kazan
Om de știință	Naturviter
Bangladesh	Bangladesh
Erta Ale	Erta Ale
Bleach	Bleach (manga)
Franz Kafka	Franz Kafka
Celeabinsk	Tsjeljabinsk
Rostov-pe-Don	Rostov-na-Donu
Jorge Luis Borges	Jorge Luis Borges
Ufa	Ufa (by)
Mali	Mali
Socrate	Sokrates
Volgograd	Volgograd
Angola	Angola
Perm	Perm (by)
Bhutan	Bhutan
Twitter	Twitter
Krasnoiarsk	Krasnojarsk
Brunei	Brunei
Brač	Brač
Tanzania	Tanzania
Mercur (element)	Kvikksølv
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipine	Filippinene
Republica Centrafricană	Den sentralafrikanske republikk
Naruto Uzumaki	Naruto Uzumaki
Taliu	Thallium
Polul Sud	Sydpolen
Polul Nord	Nordpolen
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stronțiu	Strontium
Pedro I al Braziliei	Pedro I av Brasil
Narcotice	Narkotika (rusmiddel)
Ytriu	Yttrium
Bismut	Vismut
Galben	Gul
Mecanică cuantică	Kvantemekanikk
Togo	Togo
Donald Tusk	Donald Tusk
Tunisia	Tunisia
John Bardeen	John Bardeen
Zambia	Zambia
Zimbabwe	Zimbabwe
Beijing	Beijing
Sudanul de Sud	Sør-Sudan
Vladivostok	Vladivostok
Tuva	Tuva (republikk)
Benin	Benin
Botswana	Botswana
Wikiștiri	Wikinytt
Burkina Faso	Burkina Faso
Burundi	Burundi
Comore	Komorene
Republica Congo	Republikken Kongo
Alkmaar	Alkmaar
Obi	Ob
Republica Democrată Congo	Den demokratiske republikken Kongo
San Antonio	San Antonio
Tomsk	Tomsk
Djibouti	Djibouti
Meme	Mem
Poloniu	Polonium
Bavaria	Bayern
Guineea Ecuatorială	Ekvatorial-Guinea
Baden-Württemberg	Baden-Württemberg
Eritreea	Eritrea
New Delhi	New Delhi
Almelo	Almelo
Papa Ioan Paul al II-lea	Johannes Paul II
Patru tanchiști și un cîine	Czterej pancerni i pies
Feodor Dostoievski	Fjodor Dostojevskij
Amersfoort	Amersfoort
Kamceatka	Kamtsjatkahalvøya
Tbilisi	Tbilisi
Appingedam	Appingedam
Andrei Saharov	Andrej Sakharov
Sugar	Spedbarn
Astatiniu	Astat
Gabon	Gabon
Mahatma Gandhi	Mahatma Gandhi
Peninsula Ciukotsk	Tsjuktsjerhalvøya
Solidaritatea	Solidaritet (fagforbund)
Bandă desenată	Tegneserie
Gambia	Gambia
Guineea	Guinea
Guineea-Bissau	Guinea-Bissau
Coasta de Fildeș	Elfenbenskysten
Camerun	Kamerun
Maribor	Maribor
Republica Capului Verde	Kapp Verde
Celje	Celje
Lesotho	Lesotho
Liberia	Liberia
Koper	Koper
Libia	Libya
Aachen	Aachen
Madagascar	Madagaskar
Malawi	Malawi
Kranj	Kranj
Stuttgart	Stuttgart
Mauritania	Mauritania
Polonezi	Polakker
Mauritius	Mauritius
Maroc	Marokko
Mozambic	Mosambik
Namibia	Namibia
Niger	Niger
Nigeria	Nigeria
Biel/Bienne	Biel/Bienne
Charles Darwin	Charles Darwin
Uganda	Uganda
Rwanda	Rwanda
Zirconiu	Zirkonium
São Tomé și Príncipe	São Tomé og Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Seychelles	Seychellene
Carl Linné	Carl von Linné
Sierra Leone	Sierra Leone
Somalia	Somalia
Niobiu	Niob
Jawaharlal Nehru	Jawaharlal Nehru
Iulius Cezar	Julius Cæsar
Sudan	Sudan
Swaziland	Swaziland
Curcubeu	Regnbue
Molibden	Molybden
Technețiu	Technetium
Hamburg	Hamburg
Italo Balbo	Italo Balbo
Metabolism	Stoffskifte
Sistemul imunitar	Immunforsvar
Gujarat	Gujarat
Lacul Ontario	Ontariosjøen
Evoluție	Evolusjon
Alessandro Manzoni	Alessandro Manzoni
Organizația Națiunilor Unite	De forente nasjoner
Lacul Superior	Lake Superior
Dante Alighieri	Dante Alighieri
Geologie	Geologi
Ahmedabad	Ahmedabad
Geografie	Geografi
Inimă	Hjerte
Creier	Hjerne
Piele (anatomie)	Hud
Culoare	Farge
Star Trek: Seria originală	Star Trek: The Original Series
Breaking Bad	Breaking Bad
Salerno	Salerno
Substantiv	Substantiv
Praga	Praha
Ruteniu	Ruthenium
Rodiu	Rhodium
Albastru	Blå
Paladiu	Palladium
Argint	Sølv
Cadmiu	Kadmium
Star Trek	Star Trek
Limburg (Țările de Jos)	Limburg (Nederland)
Indiu	Indium
Limburg (provincie a Belgiei)	Limburg (Belgia)
Staniu	Tinn (grunnstoff)
Uraniu	Uran
Stibiu	Antimon
Telur	Tellur
Brabantul de Nord	Noord-Brabant
Plutoniu	Plutonium
Iod	Jod
Hemer	Hemer
Neptuniu	Neptunium
Xenon	Xenon
Anime	Anime
Cesiu	Cesium
Protactiniu	Protactinium
Sarcină electrică	Elektrisk ladning
Bariu	Barium
Flandra de Vest	Vest-Flandern
Flandra de Est	Øst-Flandern
Thoriu	Thorium
Anvers (provincie)	Antwerpen (provins)
Brabantul Flamand	Flamsk Brabant
Hafniu	Hafnium
Modelul de la Nisa	Nice-modellen
Actiniu	Actinium
Brabantul Valon	Vallonsk Brabant
Tantal	Tantal
Bill Clinton	Bill Clinton
Namur (provincie)	Namur
Luxemburg (provincie a Belgiei)	Luxembourg (belgisk provins)
Liège (provincie)	Liège (provins)
Radiu	Radium
Hainaut	Hainaut
Iserlohn	Iserlohn
Ahlen	Ahlen
Radon	Radon
Lorena	Lorraine
Alsacia	Alsace
Jean-Philippe Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Mercur (zeu)	Merkur (gud)
Hector Berlioz	Hector Berlioz
Auvergne	Auvergne
Jamnagar	Jamnagar
Busto Arsizio	Busto Arsizio
Mumbai	Mumbai
Asociația Internațională a Federațiilor de Atletism	IAAF
Andhra Pradesh	Andhra Pradesh
Limburg	Limburg
Arunachal Pradesh	Arunachal Pradesh
Assam	Assam
Bihar	Bihar
Michigan	Michigan
Chhattisgarh	Chhattisgarh
Lacul Michigan	Michigansjøen
Goa	Goa
Burgundia	Bourgogne
Haryana	Haryana
Himachal Pradesh	Himachal Pradesh
Maurice Ravel	Maurice Ravel
Aquitania	Aquitaine
Jammu și Cașmir	Jammu og Kashmir
Puerto Rico	Puerto Rico
Jharkhand	Jharkhand
Karnataka	Karnataka
Kerala	Kerala
Madhya Pradesh	Madhya Pradesh
Usain Bolt	Usain Bolt
Limousin	Limousin
Maharashtra	Maharashtra
Jean-Baptiste Lully	Jean-Baptiste Lully
Manipur	Manipur
Schleswig-Holstein	Schleswig-Holstein
Meghalaya	Meghalaya
Mecklenburg - Pomerania Inferioară	Mecklenburg-Vorpommern
Saxonia Inferioară	Niedersachsen
Renania de Nord-Westfalia	Nordrhein-Westfalen
Hessa	Hessen
Renania-Palatinat	Rheinland-Pfalz
Saarland	Saarland
Saxonia	Sachsen
John Lennon	John Lennon
Illinois	Illinois
Turingia	Thüringen
Saxonia-Anhalt	Sachsen-Anhalt
Dakota de Nord	Nord-Dakota
Brandenburg	Brandenburg
Bremen (land)	Bremen
Lombardia	Lombardia
Dakota de Sud	Sør-Dakota
Montana	Montana
Wyoming	Wyoming
Straight edge	Straight edge
Piemont	Piemonte
Ierusalim	Jerusalem
Giorgio Napolitano	Giorgio Napolitano
Idaho	Idaho
Valle d'Aosta	Aostadalen
Washington (stat)	Washington
Carlo Azeglio Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rutherfordiu	Rutherfordium
Nevada	Nevada
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Râul Don (Rusia)	Don
Francesco Cossiga	Francesco Cossiga
Dubniu	Dubnium
Seaborgiu	Seaborgium
Trentino-Tirolul de Sud	Trentino-Syd-Tirol
Oceanul Indian	Indiahavet
Veneto	Veneto
Republica Kosovo	Kosovo
Marea Caraibilor	Det karibiske hav
Monte Viso	Monte Viso
Bohriu	Bohrium
Friuli-Veneția Giulia	Friuli-Venezia Giulia
Alpii Cotici	De cottiske Alpene
Hassiu	Hassium
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria	Liguria
Boutros Boutros-Ghali	Boutros Boutros-Ghali
Meitneriu	Meitnerium
Javier Pérez de Cuéllar	Javier Pérez de Cuéllar
Kurt Waldheim	Kurt Waldheim
Colorado	Colorado
Emilia-Romagna	Emilia-Romagna
U Thant	U Thant
Fluviul Colorado	Colorado (elv)
Darmstadtiu	Darmstadtium
Dag Hammarskjöld	Dag Hammarskjöld
Frédéric Chopin	Frédéric Chopin
Gem	Syltetøy
Alpii Pennini (Walliser)	Wallis-Alpene
