Africa	Afrika
Senegal	Senegal
Seychelles	Seychellene
Sierra Leone	Sierra Leone
Somalia	Somalia
Julius Caesar	Julius Cæsar
Sudan	Sudan
Swaziland	Swaziland
Mubatanidzwa weNyika Pasirose	De forente nasjoner
Ketanyika	Geologi
Taranyika	Geografi
Moyo	Hjerte
Huropi	Hjerne
Prague	Praha
Jerusalem	Jerusalem
Kosovo	Kosovo
Chicago	Chicago
Chirimo	Vår
Tsazahusiku	Jevndøgn
Montevideo	Montevideo
Dhaka	Dhaka
Buwe	Edderkopper
Islamabad	Islamabad
Muchero	Frukt
Shoko	Apekatter
Mari	Penger
Zagreb	Zagreb
Manila	Manila
Buenos Aires	Buenos Aires
Mexico City	Mexico by
Tokyo	Tokyo
La Paz	La Paz
Dziva rokushambira	Svømmebasseng
Abu Dhabi	Abu Dhabi (by)
Astana	Astana
Athens	Athen
Baghdad	Bagdad
Caracas	Caracas
Guatemala City	Guatemala by
Havana	Havanna
Fodya	Tobakk
Vienna	Wien
Copenhagen	København
Stockholm	Stockholm
Helsinki	Helsingfors
Dublin	Dublin
Reykjavík	Reykjavík
Tallinn	Tallinn
Riga	Riga
Bratislava	Bratislava
Budapest	Budapest
Vaduz	Vaduz
Bhaibheri	Bibelen
City of San Marino	San Marino by
Phnom Penh	Phnom Penh
Guta reHo Chi Minh	Ho Chi Minh-byen
Hanoi	Hanoi
Chirungu	Engelsk
Bangkok	Bangkok
Andorra la Vella	Andorra la Vella
Kuala Lumpur	Kuala Lumpur
Taipei	Taipei
Dong Hoi	Dong Hoi
Kyiv	Kiev
Ottawa	Ottawa
Juba	Juba
Yerevan	Jerevan
Dar es Salaam	Dar-es-Salaam
Khartoum	Khartoum
Kudya	Mat
Nyoka	Slanger
Nhanzvi	Oralsex
Minsk	Minsk
Chemishonga	Kjemi
Mogadishu	Mogadishu
Nassau	Nassau (Bahamas)
Sana'a	Sanaá
Nhabvu	Fotball
Rutsvamhumburu	Holocaust
Madrid	Madrid
Bogotá	Bogotá
Brasília	Brasília
Lima	Lima
Santiago	Santiago de Chile
Quito	Quito
Asunción	Asunción
Mbudzi	Geit
Paramaribo	Paramaribo
Mukomana	Gutt
Musikana	Jente
Kathmandu	Katmandu
Belmopan	Belmopan
San José	San José
San Salvador	San Salvador
Canberra	Canberra
Moto	Ild
Tegucigalpa	Tegucigalpa
Managua	Managua
Panama City	Panama by
Rwizi Nile	Nilen
Rabat	Rabat
Algiers	Alger
Tunis	Tunis
Tripoli	Tripoli
Djibouti (city)	Djibouti (by)
Tehran	Teheran
Addis Ababa	Addis Abeba
Jakarta	Jakarta
Ankara	Ankara
Asmara	Asmara
N'Djamena	N'Djamena
Nouakchott	Nouakchott
Riyadh	Riyadh
Bamako	Bamako
Belgrade	Beograd
Dakar	Dakar
Banjul	Banjul
Conakry	Conakry
Bissau	Bissau
Monrovia	Monrovia
Praia	Praia
Accra	Accra
Damascus	Damaskus
Yamoussoukro	Yamoussoukro
French Guiana	Fransk Guyana
Ouagadougou	Ouagadougou
Freetown	Freetown
Abuja	Abuja
Lomé	Lomé
Porto-Novo	Porto-Novo
Amman	Amman
Yaoundé	Yaoundé
Malabo	Malabo
Beirut	Beirut
Libreville	Libreville
Muscat	Muskat (Oman)
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nikosia
Kigali	Kigali
Doha	Doha
Dodoma	Dodoma
Nairobi	Nairobi
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Kudzikatidzwa kwezuva	Solformørkelse
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni	Moroni
Mbabane	Mbabane
Maseru	Maseru
Muravanembiri	Binært tallsystem
Chikoro	Skole
Antananarivo	Antananarivo
Gaborone	Gaborone
Harare	Harare
Pretoria	Pretoria
Port Louis	Port Louis
São Tomé	São Tomé
Windhoek	Windhoek
Victoria (Seychelles)	Victoria (Seychellene)
Imba	Hus
Rwizi	Elv
Boterekwa	Bane
Dong Hoi Airport	Dong Hoi lufthavn
Mukaha weChadenga	Ytre rom
Chiringakure	Teleskop
Curitiba	Curitiba
Sango	Skog
Category:Masvomhu	Kategori:Matematikk
Mbiru	Søyle
Gungwa Mediterranean	Middelhavet
Chitendero chechiKristu	Kristendom
Mupunga	Ris
Ziwumbe	Kontinent
Shiri	Fugler
Mwedzi (Mwaka)	Måned
Peji Rekutanga	Portal:Forside
Cape Town	Cape Town
Durban	Durban
Bhazi	Buss
Kabul	Kabul
Kusvira	Samleie
Mbutu	Vagina
Category:Candidates for speedy deletion	Kategori:Sider som er foreslått raskt slettet
Shambira	Svømming
Category:Zvechadenga	Kategori:Astronomi
Mbayo	Materialisme
Matongerwo eNyika	Politikk
Kupatsanura zvipenyu	Taksonomi
Baradzira	Propaganda
Kilimanjaro	Kilimanjaro
Kutsvoda	Kyss
Rudzi rwaIsrael	Jøder
Nzeve	Øre
Mhuno	Nese
Ziso	Øye
Humhutu	Stikkemygg
Hwayi	Tamsau
Nghamera	Kameler
Dzinoyamwisa	Pattedyr
Nzou	Elefanter
Nyuchi	Bier
Amai (vakakubereka)	Mor
Sinowo	Snø
Baba	Far
Vabereki	Foreldre
Vana	Barn
Ngongoni	Gnuer
Chingwa	Brød
Sangano reHutano Pasirose	Verdens helseorganisasjon
Chimbuzi	Toalett
Sera (rezvinorarama)	Celle
Ropa	Blod
Mapapu	Lunge
Casablanca	Casablanca
Kundengenyeka kwenyika	Jordskjelv
Muchegwa	Mineral
Chokwadi	Sannhet
Mashandiro eZvinhu Zvisingararami	Naturvitenskap
Dombo	Bergart
Chikwatamabwe	Vulkan
Pimagonyonhatu	Trigonometri
Pimanyika	Geometri
Mhepo	Vind
Gute romweya	Atmosfære
Muchenga Pfuma	Samfunnsøkonomi
Hushangazhi	Industri
Misambo paBonde	Samleiestillinger
Bonyora	Onani
Chita	Samfunn
Mhuri	Familie
Murume	Mann
Rusaruraganda	Rasisme
Muranda	Slaveri
Mukaka	Melk
Gomo	Fjell
Gwenga	Ørken
Lagos	Lagos
Seoul	Seoul
Ruzivo	Kunnskap
Zamu	Bryst
Chiedza	Lys
Chinamato	Religion
Genesisi	Første Mosebok
Eksodo	Andre Mosebok
Baku	Baku
Thimphu	Thimpu
Bandar Seri Begawan	Bandar Seri Begawan
Dili	Dili
Vientiane	Vientiane
Malé	Malé
Bishkek	Bisjkek
Dushanbe	Dusjanbe
Chitaka	Lever
Itsvo	Nyre
Jende	Testikkel
Gungwa	Verdenshav
Tsindi	Ekornfamilien
Kufema	Respirasjon
Muzongoza	Ryggmargen
Chibereko	Livmor
Rurimi	Tunge
Makandiro	Eggstokk
Mutsipa	Hals
Tsatsadzi	Kjertel
Muronga wechikafu	Fordøyelsessystem
Huronyo	Sperma
Nouméa	Nouméa
Ronald Reagan	Ronald Reagan
Cardiff	Cardiff
Robert Gabriel Mugabe	Robert Mugabe
Georgetown	Georgetown (Guyana)
Bununu	Nakenhet
Dzinokambaira	Krypdyr
Muti	Tre
Dzehugaro huviri	Amfibier
Huchi	Honning
Nyama	Kjøtt
Mbatatisi	Potet
Shuga	Sukker
Muriwo	Grønnsak
Pepanhau	Avis
Runhare	Telefon
Tsika	Kultur
Sarajevo	Sarajevo
Mhetapawa	Logaritme
Huwandu	Aritmetikk
Zviringani	Koordinatsystem
Enzane	Ligning (matematikk)
Munangatire	Funksjon (matematikk)
Gonyo	Vinkel
Chidenhi	Hormon
Rufangu	Akselerasjon
Simba	Energi
Manikidzo	Kraft
Ngoma	Tromme
Chinyenze	Fløyte
Gunganidzo	Tyngdekraft
Huremu	Masse
Simbi	Metall
Misandu yeSebhe	Aggregattilstand
Gasi	Gass
Mutuvi	Væske
Godo	Faststoff
Kurima	Landbruk
Donje	Bomull
Zvipfeko	Klær
Kurima neMombe	Plog
Muchacha	Hastighet
Hujoto	Temperatur
Kukorora Simbi	Metallurgi
Nguva	Tid
Nharaunda	Areal
Dudzirazivo raPythagoras	Pythagoras’ læresetning
Nhamba	Tall
Chibage	Mais
Kudzana	Dans
Rufuvha (magetsi)	Elektrisk strøm
Hwiriro	Frekvens
Sikarudzi	Formering
Nhumbu	Svangerskap
Gorosi	Hveteslekten
Mapfunde	Durra
Hutano	Helse
Kufuta	Fedme
Zambuko	Bro
Dhamu	Demning
Kupimirana	Symmetri
Nhamba mhumburu	Heltall
Mburungwa	Kule (geometri)
Danhiko	Trapp
Munondo	Sverd
Zvombo zveShomwe	Kjernefysiske våpen
Majuro	Majuro
Dehenya	Skalle
Ranjisi	Appelsin
Ruomba	Fløte
Bhodhi	Brystholder
Penzura	Blyant
Tafura	Bord (møbel)
Template:Location map Zimbabwe	Mal:Kartposisjon Zimbabwe
Twiza	Sjiraff
Muromo	Lepper
Tsoka	Fot (kroppsdel)
Dzvinyu	Øgle
Pahuro	Strupe
Wikipedia:Community Portal	Wikipedia:Tinget
Guam	Guam
American Samoa	Amerikansk Samoa
Northern Mariana Islands	Nord-Marianene
Chipatara	Sykehus
Kereke	Kirke
Zai	Egg
Denderedzwa	Sirkel
Mutsendo	Plan (matematikk)
Chizinganhare	Mobiltelefon
Mhou (shiri)	Struts
Dudzirazivo	Teori
Pyongyang	Pyongyang
Pfumbamwe	9 (tall)
Tirana	Tirana
Mbongoro	Afrikansk villesel
Gonyonhatu	Trekant
Cecil John Rhodes	Cecil Rhodes
Chișinău	Chișinău
Gumbapamwe reZviringani ZveTaranyika	Geografiske koordinater
Njanji	Jernbane
Shangu	Sko
Nomwe	7 (tall)
Nhuta	Gullmoldvarper
Sere	8 (tall)
Vhiki	Ukedager
Nyanza	Innsjø
Ulaanbaatar	Ulan Bator
Edinburgh	Edinburgh
Ashgabat	Asjkhabad
Chitsuwa	Øy
Tanhatu	6 (tall)
Madomasi	Tomat
Muenzanisi	Ekvator
Podgorica	Podgorica
Duramahwi	Ordbok
Musoro	Hode
Wellington	Wellington
Valletta	Valletta
Gumi	10 (tall)
Dindingwe	Gepard
Mwaka yepaNyika	Årstid
Zizi	Ugler
Nguva dzezuva	Time (tidsenhet)
Dzemuzongoza	Virveldyr
Nowy Dwór Królewski	Nowy Dwór Królewski
Pristina	Priština
Nyundo	Hammer (redskap)
Pichilemu	Pichilemu
Bete	Kakerlakker
Pawa	Effekt
Shuramurove	Stork
Mukweso	Motstand (resistans)
Haka	Skjelldyr
Mukwava	Hjørne
Cook Islands	Cookøyene
Vhudzi	Hår
Pimamuganhu	Omkrets
Jira	Tekstil
Chedza	Forsøk (juridisk begrep)
Huduma	Tetthet
Mbiti	Oter
Mafuro	Beite
Twana	Karakal
Alofi	Alofi
Jamestown	Jamestown (St. Helena)
French Polynesia	Fransk Polynesia
Hagåtña	Hagåtña
Mata-Utu	Mata-Utu
Yaren	Yaren
Tambo	Tau
Hanzvadzi	Søsken
Wedzaniso	Addisjon
Tsiva	Boksing
Banga	Kniv
Mbizi	Sebra
ChiBantu	Bantuspråk
Muradanuro	Potens (matematikk)
Mheni	Lyn
New Caledonia	Ny-Caledonia
Hugari hwevanhu	Befolkning
Shizha	Blad
ChiShona	Shona (språk)
Niue	Niue
Rumbariro	Breddegrad
Mapopoma	Foss
Funafuti	Funafuti
Humburumbira	Sylinder
Port-au-Prince	Port-au-Prince
Sipo	Såpe
Mugwagwa	Vei
Mvuu	Vanlig flodhest
Mirairo gumi yaMwari	De ti bud
Johannesburg	Johannesburg
Jecha	Sand (materiale)
Kingston	Kingston (Jamaica)
Mbada	Leopard
Chipembere	Neshorn
Santo Domingo	Santo Domingo
Kuwait City	Kuwait (by)
Arab	Arabere
Colombo	Colombo
Bako	Grotte
Wallis and Futuna	Wallis- og Futunaøyene
Mhakatwa	Materie
Huni	Ved
Kukotsira	Søvn
Kubhabhatidza	Dåp
Igwa	Båt
Mushenjere	Bambus
Ivhu (Dhaga)	Jord
Bridgetown	Bridgetown
Hurefu	Lengde
Apia	Apia
Saint John's	Saint John's
Roseau	Roseau
Chiroto	Drøm
Hunhungo	Lengdegrad
Port Moresby	Port Moresby
Kupirimuka kwemishonga	Kjemisk reaksjon
Chipfambi	Prostitusjon
Gonhi	Dør
Gonyoina	Firkant
Tokelau	Tokelau
Gumi nembiri	12 (tall)
Chiso	Ansikt
Shambadza	Reklame
Mutsetse	Linje
Gumi neimwe	11 (tall)
Gumi nenhatu	13 (tall)
Masaisai	Bølge
Gurapakati	Diameter
Mudzidzisi	Lærer
Mweya Mutsvene	Den Hellige Ånd
Nzungu	Peanøtt
Naypyidaw	Naypyidaw
Zana	100 (tall)
Mabvi	Kne
Bvungapfunga	Tåke
Gonyozhinji	Polygon
Chivhuramabwe	Hagl
Musika (Kunotengeswa)	Marked
Rwavhi	Kameleoner
Bloemfontein	Bloemfontein
Mawuto ehondo	Hær
Port Vila	Port Vila
Firiji	Kjøleskap
Mbambaira	Søtpotet
Mitemo yeruhambo yaNewton	Newtons bevegelseslover
Gumi neina	14 (tall)
Nwiwa	Vannmelon
Gumi neshanu	15 (tall)
Gumi nesere	18 (tall)
Suva	Suva
Nukuʻalofa	Nuku'alofa
Port of Spain	Port of Spain
Mbeva	Mus (slekt)
Mumhu	Volum
Puresha	Trykk
Chiremba	Lege
Mupata	Dal
Kuverengwa kweVanhu	Folketelling
Gumi nepfumbamwe	19 (tall)
Mudhebhe	Bukse
Mwaka wechikumi	Tiår
Zvidhinha	Murstein
Denderende	Ellipse
Gumi nenomwe	17 (tall)
Gumi nenhanhatu	16 (tall)
Kuunga huwandu	Multiplikasjon
Makumi maviri	20 (tall)
Gweta	Advokat
Kubvisa	Subtraksjon
Mbeu	Frø
Mhando	Kata
Gakanje	Krabber
Honiara	Honiara
Mutundo	Urin
Huma	Panne
Mapisarema	Salmenes bok
Dova	Dugg
Gonyoina tsazamativi	Rombe
Mburungwagama rekuchamhembe	Sydlige halvkule
Runhanhira	Bevegelsesmengde
Basseterre	Basseterre
Kingstown	Kingstown
St. George's, Grenada	St. George's
Castries	Castries
Rudzi	Etnisitet
Fanza	Koking
Chisumamunyati	Hypotese
Zvakazarurwa	Johannes' åpenbaring
Bere	Hyenefamilien
Magaro	Rumpeball
Mubhedha	Seng
Basa	Arbeid (fysikk)
Gwenzi	Busk
Munyakwe	Leire
Makumi mana	40 (tall)
Charaka	Kjegle
Mutsimba	Bryting
Nzunza	Serval
Palikir	Palikir
Ndebvu	Skjegg
Makumi matatu	30 (tall)
Muduso	Finans
Shangwa	Tørke
Rwizi Zambezi	Zambezi
Garwe	Egentlige krokodiller
Tsivatsaona	Forsikring
Gonyeti	Lastebil
Victoria Falls	Victoriafallene
Nzvari	Hun
Ruwoko	Arm
Tsime	Brønn
Cotonou	Cotonou
Sokisi	Sokk
Ngarikuni	Kalkuner
Guvhu	Navle
Hono	Han (kjønn)
Injini	Motor
Kudzikatidzwa kwemwedzi	Måneformørkelse
Cayenne	Cayenne
Madziya	Varme
Pfumo	Spyd
Chigayo	Mølle
Mugodhi	Gruvedrift
Poyindi	Punkt
Gonyoina sambamba	Parallellogram
Museve	Pil
Annaba	Annaba
Hweru	Jordsvin
Dandare remagetsi	Elektrisk felt
Simba reNhekairo	Kinetisk energi
Gonyoina sambambiri	Trapes (geometri)
Uta	Bue (våpen)
Kamba	Landskilpadder
Mandundu	Fjellkjede
Chindori	Fingerring
Saint-Denis	Saint-Denis (Réunion)
Mugomo	Bøtte
Chiyero chekupimisa	Måleenhet
Bhoni	Glødelampe
Chitupa	Legitimasjon
Template:Commons category	Mal:Commonscat
Chitunha	Lik
Kennedy Space Center	John F. Kennedy Space Center
Kuramwa Basa	Streik
Muchato	Bryllup
Gwaro	Dokument
Muzasedimbu	Proporsjonalitet
Pago Pago	Pago Pago
Saipan	Saipan
Hurukuro	Samtale
Datya	Springpadder
Sambamba	Parallell (geometri)
Musenerera	Osmose
Choya	Kjønnshår
Ndiro (yokudyira)	Tallerken
Morgan Tsvangirai	Morgan Tsvangirai
Nhare	Festning
Chivi (kutadza)	Synd
Marudzi aShem	Semitter
Chanduru	Galleblære
Kugetsenura	Elektrolyse
Dimbu	Brøk
Rutsaudzo rwechiedza	Lysbrytning
Doworume	Spermie
Duvurwi	Høydedrag
Misodzi	Tårer
Alfred Beit	Alfred Beit
Mushonga	Kjemisk substans
Makumi matanhatu	60 (tall)
Mukonikoni	Øyenstikkere og libeller
Bhodhoro	Flaske
Jerenyenje	Mungofamilien
Fes	Fès
Nhevedzwa dzeMvura	Vannets kretsløp
Mupurwa	Varaner
Muravanegumi	Titallsystemet
Chikara (mhuka)	Kjøtteter
Kurwadziwa	Smerte
Nyanga	Horn (anatomi)
Rudzindi	Friksjon
Dunhu	Region
Zita	Navn
Gonyonhanhatu	Heksagon
Denga (Remba)	Tak (arkitektur)
Chidembo	Stinkdyrfamilien
Dzingiswa	Mannlig omskjæring
Huchenjeri	Intelligens
Honha	Barre (metall)
Mazita eMhuri	Etternavn
Lobamba	Lobamba
Marrakesh	Marrakech
Mhopo	Vorte
Chitofu (mugodhi)	Malm
Nyauka	Smelting
Kayiti	Drage (geometri)
Gwamba	Frysing
Marin County	Marin County
Kuperekera magetsi	Resistivitet
Chinepfu (ruhambo)	Treghet
Tsika yekurava nhamba	Tallsystem
Gora	Gribb (fugl)
Huyu	Bikake
Zuvaragodza	Solverv
Mhanda (Kurwa)	Vold
Chisipiti	Kilde (vann)
Chindunduma	Opprør
Port Elizabeth	Port Elizabeth
Nhambwe	Avstand
Tangier	Tanger
Kurutsa	Oppkast
Gavakava	Aloe
Bhomba	Bombe
Makunakuna	Incest
Tsanga (ziso)	Katarakt (medisin)
Mafuta	Fett
Zvidya	Lår
Papeetē	Papeete
Jekanyika	Geodesi
Badza	Hakke
South Tarawa	South Tarawa
Chidzayo	Kile
2 Johane	Johannes' andre brev
Muprofita Isaya	Jesajaboken
3 Johane	Johannes' tredje brev
Judi	Judas' brev
Nhoo	Skjold (beskyttelse)
Muprofita Jeremia	Jeremias bok
Menduru	Medalje
Sandhuru	Sandaler
Kuverereka	Sublimasjon
Oran	Oran
Zano	Idé
Mhara	Impala
Mamoudzou	Mamoudzou
Sasauka	Fordampning
Mhondi	Drap
Africa Zasi kweSahara	Afrika sør for Sahara
Haro	Fjellpass
Bvurunuro	Diffraksjon
Bhande (chipfeko)	Belte
Chikero	Vekt
Pombi	Pumpe
Kun'ura	Korrosjon
Tsono (kusona)	Synål
Gwaya	Brasme
Munyungu	Løsemiddel
Kisangani	Kisangani
Rumanda	Gjerde
Mufundisi	Pastor
Chisuvi chemvura	Vannskille
Dota	Aske
Kamba dzenhapwa	Konsentrasjonsleir
Kamba dzekuuraya	Tilintetgjørelsesleir
Chidzudzani	Kongruens (geometri)
Simba reChakunga	Potensiell energi
Gonyonhatu tsazakose	Likesidet trekant
Zenda	Forlovelse
Garoua	Garoua
Ramallah	Ramallah
Gonyonhatu yakarurama	Rettvinklet trekant
Nhokwe	Papyrus (plante)
Gonje	Sisal
Chiwundudzi	Muggsopp
Gudo	Bavianer
Mapatya	Tvilling
Mureza weZimbabwe	Zimbabwes flagg
Mumvuri	Skygge
Mhene	Slette
Ruchichinuko	Konveksjon
Muchacha pima negonya	Vinkelhastighet
Munyonga	Kurve
Ketamabwe	Petrologi
Chihara	Slire
Mukoko	Bikube
Mhiripiri	Paprikaslekta
Francistown	Francistown
Nhunzi	Husflue
Kubundira	Kondensasjon
Betafo	Betafo
Ambuya	Besteforeldre
Mhete	Ørering
Hargeisa	Hargeisa
Hwata	Sekretærfugl
Nelspruit	Nelspruit
Matoro	Våtmark
Avarua	Avarua
Agadir	Agadir
Maun	Maun
Zvombo zvinechefu	Biologisk krigføring
Nhovo	Madrass
Sunflower	Solsikke
Bwato	Kano
Tsaona	Ulykke
Hanga	Perlehøns
Rukuvhute	Navlestreng
Fosi yeRutondapakati	Sentripetalkraft
Nhoozhinji	Polyeder
Bantu	Bantu
Guva	Grav
Mhumhi	Afrikansk villhund
Taramunyongo	Radius
Bara	Kule (ammunisjon)
Chitsitsinho	Hæl
Mukondo	Autoritet
Ruwa	Bygd
Toamasina	Toamasina
Rutsuwa rwemagetsi	Isolator
Rukwarapakati	Sentrifugalkraft
Shaya	Kjeve
Zhumwi	Prisme (geometri)
Nhanzva	Slede
Mutemo waPareto	80/20-regelen
Maungira	Ekko
Kano	Kano (Nigeria)
Njiri	Vanlig vortesvin
Magonga (taranyika)	Geografisk pol
Ibadan	Ibadan
Shato	Pytonslanger
Rhekeni	Katapult
Gwati (muti)	Bark
Tlemcen	Tlemcen
Nyamukuta	Jordmor
Gwee	Galagoer
Chirambo (misandu)	Faseovergang
Pietermaritzburg	Pietermaritzburg
Donhwe	Dråpe
Mukoti	Sykepleier
Bota	Grøt
Constantine, Algeria	Constantine (Algerie)
Lumumbashi	Lubumbashi
