非洲	Afrika
柬埔寨	Kambodsja
恐龙	Dinosaurer
回教	Islam
里昂	Lyon
欧洲联盟	Den europeiske union
女性	Kvinne
诗	Poesi
米蘭	Milano
屁眼	Anus
古高尔	Googol
珠穆朗玛峰	Mount Everest
城市	By
巴斯德	Louis Pasteur
村	Landsby
大洋洲	Oseania
太阳系	Solsystemet
氢	Hydrogen
维基共享	Wikimedia Commons
揚聲器	Høyttaler
东帝汶	Øst-Timor
维嘞合朋纳	Villeurbanne
学纳河	Rhône
迪拜	Dubai
瀑瑶兰葡萄酒	Beaujolais
哥白尼	Nikolaus Kopernikus
碳	Karbon
音乐	Musikk
圣皮得斯堡	St. Petersburg
北	Nord
新西兰	New Zealand
南	Sør
印度	India
西	Vest
氯气	Klor
铅	Bly
蒙古国	Mongolia
委内瑞拉	Venezuela
国际象棋	Sjakk
缅因	Maine
苏里南	Surinam
巴拉圭	Paraguay
圭亚那	Guyana
艺术	Kunst
厄瓜多尔	Ecuador
哥伦比亚	Colombia
佛教	Buddhisme
玻利维亚	Bolivia
特里尼达搭仔多巴哥	Trinidad og Tobago
新罕布什爾	New Hampshire
马萨诸塞	Massachusetts
康涅狄格	Connecticut
鸡	Tamhøns
澤西島	Jersey
猪猡	Gris
伊朗	Iran
伊拉克	Irak
阿拉斯加	Alaska
以色列	Israel
巴拿马	Panama
也門	Jemen
约旦	Jordan
佛罗里达州	Florida
吉尔吉斯斯坦	Kirgisistan
科威特	Kuwait
老挝	Laos
黎巴嫩	Libanon
俄勒冈	Oregon
马尔代芙	Maldivene
马来西亚	Malaysia
缅甸	Myanmar
尼泊尔	Nepal
阿曼	Oman
巴基斯坦	Pakistan
卡塔尔	Qatar
沙特阿拉伯	Saudi-Arabia
斯里兰卡	Sri Lanka
史太林	Josef Stalin
叙利亚	Syria
塔吉克斯坦	Tadsjikistan
口袋妖怪	Pokémon
中华民国	Republikken Kina
泰国	Thailand
火车	Jernbanetog
土库曼斯坦	Turkmenistan
阿拉伯联合酋长国	De forente arabiske emirater
越南	Vietnam
新西伯利亚	Novosibirsk
大韩民国	Sør-Korea
阿富汗	Afghanistan
金	Gull
喀山	Kazan
孟加拉	Bangladesh
马里	Mali
安哥拉	Angola
不丹	Bhutan
文莱	Brunei
菲律宾	Filippinene
牛顿	Isaac Newton
OpenStreetMap	OpenStreetMap
量子力学	Kvantemekanikk
突尼斯	Tunisia
赞比亚	Zambia
津巴布韦	Zimbabwe
北京	Beijing
贝宁	Benin
博茨瓦纳	Botswana
布隆迪	Burundi
刚果共和国	Republikken Kongo
刚果民主共和国	Den demokratiske republikken Kongo
甘地	Mahatma Gandhi
连环画	Tegneserie
冈比亚	Gambia
科特迪瓦	Elfenbenskysten
喀麦隆	Kamerun
尼日利亚	Nigeria
索马里	Somalia
铌	Niob
凱撒	Julius Cæsar
苏丹	Sudan
汉堡	Hamburg
联合国	De forente nasjoner
唐担	Dante Alighieri
艾哈迈德堡	Ahmedabad
锡	Tinn (grunnstoff)
克林顿总统	Bill Clinton
孟买	Mumbai
波多黎各	Puerto Rico
卡纳塔克邦	Karnataka
列农	John Lennon
爱达荷州	Idaho
华盛顿州	Washington
科索沃	Kosovo
潘基文	Ban Ki-moon
Kofi Annan	Kofi Annan
分类:页面分类	Kategori:Kategorier
多特蒙德	Dortmund
冬天	Vinter
西班牙语	Spansk
匹兹堡	Pittsburgh
费城	Philadelphia
金奈	Chennai
班加罗尔	Bangalore
钞票	Penger
纽约州	New York (delstat)
罗德岛	Rhode Island
昆虫	Insekter
宾夕法尼亚	Pennsylvania
Uetersen	Uetersen
奧古斯都	Augustus
微软视窗	Microsoft Windows
直布罗陀	Gibraltar
布宜诺斯艾利斯	Buenos Aires
东京都	Tokyo
爱荷华州	Iowa
印地语	Hindi
艾迪托·比娅呋	Édith Piaf
因斯孛鲁克	Innsbruck
都柏林	Dublin
法兰克福	Frankfurt am Main
天主教	Katolisisme
圣经	Bibelen
金边	Phnom Penh
胡志明市	Ho Chi Minh-byen
河內市	Hanoi
英语	Engelsk
曼谷	Bangkok
臺北市	Taipei
同海市	Dong Hoi
Końskowola	Końskowola
达累斯萨拉姆	Dar-es-Salaam
Al-Khartoum	Khartoum
疾画合	Givors
1月11号	11. januar
明斯克	Minsk
微软公司	Microsoft
库鲁夫	Kurów
化学	Kjemi
2月19号	19. februar
Visual Basic	Visual Basic
本笃十六世	Benedikt XVI
12月25号	25. desember
8月4号	4. august
8月31号	31. august
迈克尔·杰克逊	Michael Jackson
巴西利亞	Brasília
圣地牙哥	Santiago de Chile
坎培拉	Canberra
悉尼	Sydney
墨尔本	Melbourne
木卫三	Ganymedes (måne)
珀斯	Perth (Australia)
西澳大利亚州	Vest-Australia
北领地 (澳大利亚)	Nordterritoriet
苏门答腊岛	Sumatra
突尼斯市	Tunis
德黑兰	Teheran
亚的斯亚贝巴	Addis Abeba
安卡拉	Ankara
贝尔格莱德	Beograd
分类:维基百科模板	Kategori:Maler
爪哇岛	Java (øy)
法属圭亚娜	Fransk Guyana
安曼	Amman
贝鲁特	Beirut
分类:国家模板	Kategori:Maler etter område
内罗毕	Nairobi
分类:地理模板	Kategori:Geografimaler
学堂	Skole
大学	Universitet
Wikipedia:沙盘	Wikipedia:Sandkasse
屋	Hus
卡尔梅克共和国	Kalmykia
金头公园	Parc de la Tête d'Or
地图	Kart
奥萨斯库	Osasco
同海机场	Dong Hoi lufthavn
世界言话排名	Liste over språk etter utbredelse
分类:日本历史	Kategori:Japans historie
孔子	Konfucius
分类:数学	Kategori:Matematikk
法罗群岛	Færøyene
分类:印度历史	Kategori:Indias historie
分类:泰国历史	Kategori:Thailands historie
巴厘岛	Bali
分类:缅甸历史	Kategori:Myanmars historie
欧元	Euro
美元	Amerikansk dollar
地中海	Middelhavet
威尼斯共和国	Republikken Venezia
杭州市	Hangzhou
基督教	Kristendom
模板:Support	Mal:For
金国	Jin-dynastiet (1115–1234)
洲	Kontinent
阿德来得	Adelaide
首都	Hovedstad
葡萄牙语	Portugisisk
模板:Portal	Mal:Portal
公元1949年	1949
阿嘞玛桑	Almazán
黄现璠	Huang Xian-fan
里昂国际城	Cité internationale
日语	Japansk
荧光屏	Skjerm (monitor)
百科全书	Encyklopedi
封面	Portal:Forside
路由器	Ruter (IT)
棒球	Baseball
奧林匹克运动会	Olympiske leker
长江	Chang Jiang
里海	Det kaspiske hav
拉斐尔	Rafael
电车	Sporvei
加泰罗尼亚	Catalonia
毛泽东	Mao Zedong
西安	Xi'an
拉萨市	Lhasa
性行为	Samleie
加夫列尔·加西亚·马尔克斯	Gabriel García Márquez
分类:快速删除候选	Kategori:Sider som er foreslått raskt slettet
莎里 嘛克嘞朗	Sally Pearson
马可·波罗	Marco Polo
共产主义	Kommunisme
1368年	1368
Joe Biden	Joe Biden
希拉里·克林顿	Hillary Clinton
Yelena Isinbayeva	Jelena Isinbajeva
大英博物馆	British Museum
蒙彼利埃	Montpellier
分类:天文学	Kategori:Astronomi
汉堡包	Hamburger
班合比让	Perpignan
标致汽车	Peugeot
李白	Li Bai
图书馆	Bibliotek
世界银行	Verdensbanken
汉武帝	Keiser Wu av Han
女权主义	Feminisme
元朝	Yuan-dynastiet
库克船长	James Cook
郑和	Zheng He
黃河	Den gule flod
蚂蚁	Maur
宋朝	Song-dynastiet
宋高宗	Keiser Gaozong av Song
落苏	Aubergine
龙	Drage
姆妈	Mor
隆波岛	Lombok
小人	Barn
俄语	Russisk
普京	Vladimir Putin
东南亚国家联盟	Association of Southeast Asian Nations
面包	Brød
国际货币基金组织	Det internasjonale pengefondet
联合国教育科学文化组织	UNESCO
联合国卫生组织	Verdens helseorganisasjon
漢語	Kinesisk
雨	Regn
全球暖化	Global oppvarming
纳尔逊·曼德拉	Nelson Mandela
马丁·路德·金	Martin Luther King jr.
蛋白质	Protein
天灾	Naturkatastrofe
海啸	Tsunami
云	Sky
几何学	Geometri
日圆	Japansk yen
单词	Ord
漢字	Kinesiske tegn
希腊字母	Det greske alfabetet
諺文	Hangul
分类:法国	Kategori:Frankrike
分类:音乐	Kategori:Musikk
红楼梦	Drømmen om det røde kammeret
漫画	Manga
哈利波特	Harry Potter
小提琴	Fiolin
肛交	Analsex
教育	Utdannelse
男性	Mann
婚姻	Ekteskap
法语维基百科	Wikipedia på fransk
咖啡	Kaffe
果汁	Jus (drikk)
山	Fjell
第29届奧林匹克运动会	Sommer-OL 2008
孙中山	Sun Yat-sen
香港	Hongkong
首尔	Seoul
上海	Shanghai
伦敦 海斯楼 飞机场	London Heathrow lufthavn
清朝	Qing-dynastiet
越南战争	Vietnamkrigen
巴斯克语	Baskisk
阿拉贡语	Aragonesisk
瓦伦西亚	Valencia
玛丽咏·高帝娅	Marion Cotillard
麦克斯韦	James Clerk Maxwell
原子	Atom
光	Lys
罗鲍斯	Dayron Robles
韩语	Koreansk
官話	Mandarin (språk)
高棉文	Khmer (språk)
弗洛伊德	Sigmund Freud
泰语	Thai
马来语	Malayisk
蒙古语	Mongolsk
犹太教	Jødedom
万象	Vientiane
莫白桑	Guy de Maupassant
司马迁	Sima Qian
朱熹	Zhu Xi
廷巴克图	Timbuktu
伦理学	Etikk
沙·卢克·康	Shah Rukh Khan
什叶派	Sjiaislam
道教	Taoisme
子宫	Livmor
颈	Hals
富克朗特群岛	Falklandsøyene
马恩岛	Man
戴安娜王妃	Diana, prinsessen av Wales
唐玄宗	Keiser Xuanzong av Tang
Α	Alfa
Ω	Omega
Μ	My
明朝	Ming-dynastiet
朱元璋	Hongwu-keiseren
Φ	Phi
朱由检	Chongzhen-keiseren
Laura Robson	Laura Robson
2008年欧罗维竞唱歌比赛	Eurovision Song Contest 2008
强·马凯恩	John McCain
金正日	Kim Jong-il
元素周期表	Periodesystemet
罗別脫 姆格比	Robert Mugabe
自杀	Selvmord
爬蟲類	Krypdyr
Λ	Lambda
伍老虎	Tiger Woods
洋山芋	Potet
三宝垄	Semarang
报纸	Avis
电话	Telefon
?	Spørsmålstegn
美国空军	United States Air Force
菲德尔·卡斯特罗	Fidel Castro
元素单子	Grunnstoff
广域网	Vidstrakt datanett
围棋	Go
电影	Film
气体	Gass
液体	Væske
固体	Faststoff
脚踏车	Sykkel
农业	Landbruk
温度	Temperatur
面积	Areal
数	Tall
玛丽亚·莎拉波娃	Marija Sjarapova
重慶	Chongqing
天津市	Tianjin
武汉	Wuhan
世界地理索引	Liste over stater
玫瑰人生 (歌)	La vie en rose (sang)
担桑身	Svangerskap
Google地图	Google Maps
癌	Kreft
残疾人	Funksjonshemning
抗生素	Antibiotika
青霉素	Penicillin
肺炎	Lungebetennelse
克来普	Crêpe
麻将	Mahjong
运河	Kanal (farvann)
坝	Demning
牛顿 (单位)	Newton (enhet)
世界报 (法国)	Le Monde
万里长城	Den kinesiske mur
可再生能源	Fornybar energi
电	Elektrisitet
核武器	Kjernefysiske våpen
Joomla!	Joomla!
吉卜赛语	Romanes
壮语	Zhuang (språk)
自由人报 (法国)	Libération
安吉丽娜	Angelina Jolie
阿拉伯语	Arabisk
马多符	Bernard Madoff
扬马延岛	Jan Mayen
弗	Dollar
科西嘉岛	Korsika
奥克语	Oksitansk
克里斯蒂娜 艾伐脱	Chris Evert
李明博	Lee Myung-bak
Β	Beta
Γ	Gamma
Δ	Delta (bokstav)
Ε	Epsilon
Ζ	Zeta
Η	Eta (bokstav)
Θ	Theta
Ι	Iota
Κ	Kappa (bokstav)
Ν	Ny (bokstav)
Ξ	Ksi
Ο	Omikron
Ρ	Rho
Σ	Sigma
Τ	Tau (bokstav)
Υ	Ypsilon
Χ	Khi
Ψ	Psi
复活节岛	Påskeøya
澳门	Macao
联想计算机公司	Lenovo
董建华	Tung Chee-Hwa
胡锦涛	Hu Jintao
习近平	Xi Jinping
深圳市	Shenzhen
廣東省	Guangdong
广西壮族自治区	Guangxi
国际金融中心 (香港)	International Finance Centre
施蒂文 呼克	Steven Hooker
鹿儿岛县	Kagoshima (prefektur)
C语言	C (programmeringsspråk)
手铐	Håndjern
艾米·麦克唐纳 (歌手)	Amy Macdonald
Wikipedia:Featured articles	Wikipedia:Utmerkede artikler
Wikipedia:红茶坊	Wikipedia:Tinget
釜山广域市	Busan
佛蒙特	Vermont
广州	Guangzhou
蔣中正	Chiang Kai-shek
江泽民	Jiang Zemin
温家宝	Wen Jiabao
南京市	Nanjing
刘德华	Andy Lau
张学友	Jacky Cheung
同济大学	Tongjiuniversitetet
首都圈电铁	Seouls undergrunnsbane
北京大学	Pekinguniversitetet
清華大學	Tsinghuauniversitetet
江苏省	Jiangsu
浙江省	Zhejiang
邓小平	Deng Xiaoping
菲律宾比索	Filippinsk peso
西藏	Den autonome region Tibet
圆	Sirkel
同性婚姻	Likekjønnet ekteskap
Francesc Fàbregas	Cesc Fàbregas
手机	Mobiltelefon
太平山 (香港)	Victoria Peak
欧洲杯足球赛	UEFA Champions League
马来亚半岛	Malayahalvøya
平壤市	Pyongyang
奥斯卡奖	Oscar
各经济实体国内生产总值列表	Liste over land etter BNP
司徒华	Szeto Wah
黑龍江省	Heilongjiang
芽庄市	Nha Trang
教皇	Pave
波多黎各独立党	Partido Independentista Puertorriqueño
钱塘江	Qiantang
四川省	Sichuan
蔡元培	Cai Yuanpei
圣诞	Jul
闰年	Skuddår
大田广域市	Daejeon
大邱广域市	Daegu
仁川国际机场	Incheon internasjonale lufthavn
仁川广域市	Incheon
京畿道	Gyeonggi
计算机科学	Informatikk
阿鲁巴	Aruba
国际音标	Det internasjonale fonetiske alfabetet
河北省	Hebei
GNU自由文档许可证	GNU fri dokumentasjonslisens
陈水扁	Chen Shui-bian
台湾	Taiwan
纽约	New York (andre betydninger)
2012年欧洲足球冠军赛	EM i fotball 2012
人口密度	Befolkningstetthet
爱尔兰	Irland (øy)
南京航空航天大学	Nanjings aeronautiske og astronautiske universitet
鲁迅	Lu Xun
湖	Innsjø
黄瓜	Agurk
南奥赛西亚	Sør-Ossetia
阿什哈巴德	Asjkhabad
岛屿	Øy
马赛	Marseille
风牙己榜国家公园	Phong Nha-Ke Bang nasjonalpark
广平省	Quang Binh (provins)
赤道	Ekvator
字典	Ordbok
北塞浦路斯	Nord-Kypros
沪剧	Huju
死海	Dødehavet
英镑	Britisk pund
金兰国际机场	Cam Ranh internasjonale lufthavn
荷属安地列斯	De nederlandske Antiller
根西岛	Guernsey
斯瓦尔巴群岛	Svalbard
Benetice	Benetice (Světlá nad Sázavou)
摄氏温标	Grad Celsius
大叻市	Dalat
岘港市	Da Nang
Washington	Washington (andre betydninger)
甴巴子	Kakerlakker
鱷魚	Krokodiller
朝鮮正祖	Jeongjo av Joseon
人造卫星	Kunstig satellitt
杀人鲸	Spekkhogger
苏岩礁	Socotrarevet
日本海	Japanhavet
东亚	Øst-Asia
北亚	Nord-Asia
南欧	Syd-Europa
东欧	Øst-Europa
北欧	Nord-Europa
西欧	Vest-Europa
中欧	Sentral-Europa
琉球国	Kongedømmet Ryukyu
扶余国	Buyeo
县	Fylke
伊斯兰历	Islamsk kalender
柳京饭店	Ryugyong Hotel
霍顿汽车	Holden (bil)
市长	Ordfører
总统	President
满洲国	Mandsjukuo
安娜·伊凡诺维琪	Ana Ivanović
圣诞岛	Christmasøya
黄宗羲	Huang Zongxi
臺灣省	Taiwan (provins)
拳击	Boksing
大西洋处女	Virgin Atlantic Airways
快达航空	Qantas
国立台湾大学	Taiwans nasjonale universitet
斑马	Sebra
金瓯省	Ca Mau (provins)
客家语	Hakka (språk)
优八克	IUPAC
赣语	Gan (språk)
海地克里奥耳语	Haitisk kreol
大熊猫	Panda
孤立語言	Isolerte språk
卡纳达语	Kannada
杜甫	Du Fu
瓦尔帕莱索	Valparaíso
演员	Skuespiller
分类:程序编制言话	Kategori:Programmeringsspråk
瓦哈卡	Oaxaca
侗台语	Tai-kadai-språk
白脱	Smør
尼亚加拉瀑布	Niagarafallene
吴语	Wu (språk)
塔斯马尼亚	Tasmania
贝拉齐尔‧布托	Benazir Bhutto
费利佩二世 (西班牙)	Filip II av Spania
牛津大学	University of Oxford
基地 (恐怖组织)	Al-Qaida
英吉利海峡	Den engelske kanal
柴尔兹孛格	Salzburg
秦国	Qin (stat)
半岛	Halvøy
新疆維吾爾自治區	Xinjiang
布里司班	Brisbane
东正教	Den ortodokse kirke
各国首都列表	Liste over hovedsteder etter land
平面镜	Speil
孛拉特 皮此	Brad Pitt
欧洲足球联合会	UEFA
美国个州	USAs delstater
议会	Parlament
大阪市	Osaka
剑桥大学	University of Cambridge
牙膏	Tannkrem
通货膨胀	Inflasjon
艾美 羅森	Emmy Rossum
竹	Bambus
刚果	Kongo
马失拉地	Maserati
科科斯群岛	Kokosøyene
昆士兰州	Queensland
明尼阿波利斯	Minneapolis
顺化市	Huế
马拉雅南语	Malayalam
逻辑语	Lojban
耶稣会	Jesuittordenen
承天顺化省	Thua Thien-Hue (provins)
阿伯丁	Aberdeen
上海浦东国际机场	Shanghai Pudong internasjonale lufthavn
政治學	Statsvitenskap
闽东语	Mindong
闽南语	Minnan
Tycho Brahe	Tycho Brahe
薄辽省	Bac Lieu (provins)
约旦河西岸	Vestbredden
维克多利亚州	Victoria (Australia)
上海言话	Shanghainesisk
水晶之夜	Krystallnatten
潮州话	Teochew
台语	Taiwansk
门	Dør
猪流感	Svineinfluensa
平阳省	Binh Duong (provins)
三船敏郎	Toshiro Mifune
AK-47	AK-47
八国集团	G8
孙武	Sunzi
国际商用机器公司	International Business Machines
互聯網電影數據庫	Internet Movie Database
贝克特	Samuel Beckett
达赖喇嘛	Dalai Lama
邮政编码	Postnummer
Nicole Kidman	Nicole Kidman
联合国安理会	FNs sikkerhetsråd
洋火棒儿	Fyrstikk
雹	Hagl
南海	Sørkinahavet
朝鮮世宗	Sejong den store
奥克兰格兰玛学校	Auckland Grammar School
电冰箱	Kjøleskap
黄海	Gulehavet
大仲马	Alexandre Dumas
黄果树瀑布	Huangguoshufossen
孟加拉湾	Bengalbukta
哈马斯	Hamas
阿斯旺水坝	Aswandammen
人民币	Kinesisk renminbi
富士山	Fuji-san
小鼠	Mus (slekt)
索契	Sotsji
迈克尔·菲尔普斯	Michael Phelps
卡地马党	Kadima
加沙地带	Gazastripen
霍巴特	Hobart
金草莓奖	Golden Raspberry Awards
律师	Advokat
相扑	Sumo
希斯·莱杰	Heath Ledger
安徽省	Anhui
内蒙古自治区	Indre Mongolia
金日成	Kim Il-sung
全罗北道	Nord-Jeolla
济州特别自治道	Jeju
郁陵岛	Ulleungdo
湄公河	Mekong
索尼	Sony
巴別塔	Babels tårn
力学	Mekanikk
南半球	Sydlige halvkule
蔚山广域市	Ulsan
光州广域市	Gwangju
温室效应	Drivhuseffekt
Julia Gillard	Julia Gillard
华国锋	Hua Guofeng
福建省	Fujian
克拉耿富合脱	Klagenfurt
小熊猫	Rød panda
大溪地	Tahiti
安东市	Andong (Nord-Gyeongsang)
海南省	Hainan
汉语拼音	Pinyin
远东	Det fjerne østen
西班牙国家足球队	Spanias herrelandslag i fotball
华氏温标	Grad Fahrenheit
海峡群岛	Kanaløyene
甘肃省	Gansu
苏州市	Suzhou
无锡市	Wuxi
湖州市	Huzhou
绍兴市	Shaoxing
汉族	Han-kinesere
昆山	Kunshan
宁波市	Ningbo
ETA (民族组织)	ETA
隆城国际机场	Long Thanh internasjonale lufthavn
迪马 皮郎	Dima Bilan
记者	Reporter
基本粒子	Elementærpartikkel
陆克文	Kevin Rudd
沙菲娅 劳塔露	Sofia Rotaru
些拉·班琳	Sarah Palin
云南省	Yunnan
苏丹 (称谓)	Sultan
德国国家足球队	Tysklands herrelandslag i fotball
山东省	Shandong
福楼拜	Gustave Flaubert
英属印度洋领地	Det britiske territoriet i Indiahavet
地质年代	Geologisk tidsskala
河南省	Henan
乃堂雅虎	Benjamin Netanyahu
护照	Pass
遼寧省	Liaoning
件西卡 阿尔白	Jessica Alba
桑•班	Sean Penn
GNOME	GNOME
色子	Spillterning
吉林省	Jilin (provins)
东海	Østkinahavet
2008年美国总统选举	Presidentvalget i USA 2008
沙吞区	Sathon
阿南德	Viswanathan Anand
湖南省	Hunan
水族馆	Akvarium
青海省	Qinghai
豪納省	Rhône (departement)
陸龜	Landskilpadder
話筒	Mikrofon
山西省	Shanxi
魔方	Rubiks kube
尼德兰国家足球队	Nederlands herrelandslag i fotball
谜子	Gåte
艾西瓦娅·巴克罕	Aishwarya Rai
贵州省	Guizhou
Warren Buffett	Warren Buffett
蹔𧉆	Ekte sirisser
纸币	Pengeseddel
加沙城	Gaza (by)
白斯克	Baskerland
安达曼海	Andamanhavet
胡适	Hu Shi
孛路內 (Blu-Ray)	Blu-ray Disc
法国国家足球队	Frankrikes herrelandslag i fotball
后现代	Postmodernisme
宮城县	Miyagi (prefektur)
帕荔斯 希尔顿	Paris Hilton
陕西省	Shaanxi
模板:Commonscat	Mal:Commonscat
岩手县	Iwate (prefektur)
死人	Lik
莱纳斯·鲍林	Linus Pauling
Patrick Swayze	Patrick Swayze
純合子	Homozygot
水彩画	Akvarell
李舜臣	I Sun-sin
巴黎地铁	Métro de Paris
釜山地铁	Busans undergrunnsbane
清迈	Chiang Mai
珍珠港事件	Angrepet på Pearl Harbor
分类:化学模板	Kategori:Kjemimaler
模板:Taxobox	Mal:Taksoboks
丰田汽车	Toyota
田鸡	Springpadder
艾奇亚	IKEA
火车站	Jernbanestasjon
洛东江	Nakdongelva
模板:中国历史	Mal:Kinas historie
金正恩	Kim Jong-un
豪萨语	Hausa
闽语	Min (språk)
莆仙语	Puxian
徐汇区	Xuhui
江西省	Jiangxi
纳姆耶尔·旺楚克 (不丹国王)	Jigme Khesar Namgyel Wangchuck
阮明哲	Nguyen Minh Triet
宁夏回族自治区	Ningxia
拿督阿都拉萨	Najib Tun Razak
吉格梅·廷礼	Jigme Thinley
约翰·菲利普·凯伊	John Key
宿迁市	Suqian
扬州市	Yangzhou
泰州	Taizhou (Jiangsu)
南通	Nantong
镇江市	Zhenjiang
常州市	Changzhou
嘉兴市	Jiaxing
金华市	Jinhua
衢州	Quzhou (Zhejiang)
台州市	Taizhou (Zhejiang)
舟山市	Zhoushan
迪斯科	Disco
沧浪区	Canglang
阉	Kastrasjon
以色列国防军	Israels forsvar
寿春机场	Sao Vang lufthavn
嘟嘟車	Autorickshaw
海蒂·克鲁姆	Heidi Klum
拉吉倪甘斯	Rajinikanth
阿拉伯文数字	Øst-arabiske tall
空军	Flyvåpen
周庄镇 (昆山)	Zhouzhuang
大名	Daimyō
太仓	Taicang
劳莱士表	Rolex
数码照相机	Digitalkamera
数词	Tallord
哈里发	Kalif
汇率	Valutakurs
青森县	Aomori (prefektur)
福岛县	Fukushima (prefektur)
梁思成	Liang Sicheng
青蛙	Rana (slekt)
海防市	Haiphong
斯堪的纳维亚半岛	Den skandinaviske halvøy
里尔克	Rainer Maria Rilke
排列组合	Kombinatorikk
鲍林标度	Elektronegativitet
街道	Gate
机器翻译	Maskinoversettelse
阿根廷国家足球队	Argentinas herrelandslag i fotball
面向对象程式编制	Objektorientert programmering
千叶县	Chiba (prefektur)
定积分	Integral (matematikk)
故宫	Den forbudte by
泰米尔猛虎解放组织	Tamiltigrene
印度卢比	Indisk rupi
Microsoft Outlook	Microsoft Office Outlook
早饭	Frokost
自动银行出纳机	Minibank
秋田县	Akita (prefektur)
乌克兰元	Ukrainsk hryvnja
Ségolène Royal	Ségolène Royal
通用汽车	General Motors Corporation
差头	Drosje
乌赛	Region
拿塔莎 康埔西	Natascha Kampusch
新浪微博	Sina Weibo
模板:Cite book	Mal:Kilde bok
香农 (计算数学家)	Claude Elwood Shannon
宝莱坞	Bollywood
三角函数	Trigonometriske funksjoner
2009年甲型H1N1流感疫情	Influensa A(H1N1)-pandemien 2009
草	Ugress
文瑾莹	Moon Geun-young
2004年欧洲足球冠军赛	EM i fotball 2004
严重急性呼吸道综合症	SARS
Flickr	Flickr
John C. Mather	John C. Mather
索尔·珀尔马特	Saul Perlmutter
俞正声	Yu Zhengsheng
克里米亚鞑靼人	Krim-tatarer
伊斯兰圣战组织 (巴勒斯坦)	Islamsk jihad
爱媛县	Ehime (prefektur)
圣灰星期三	Askeonsdag
邻舍	Strøk
沙地	Steppe
鸡窠生凤凰 (电影)	Slumdog Millionaire – Han som hadde svar på alt
浦东新区	Pudong
天坛	Himmelens tempel
外滩	The Bund
山形县	Yamagata (prefektur)
基呒湖	Kivusjøen
台湾海峡	Taiwanstredet
神奈川县	Kanagawa (prefektur)
中国地区	Chūgokuregionen
长野县	Nagano (prefektur)
埼玉县	Saitama (prefektur)
