Africa	Afrika
Gabriel González Videla	Gabriel González Videla
Arizona	Arizona
Cuvaitum	Kuwait
Laotia	Laos
Libanus	Libanon
Oregonia	Oregon
Insulae Maldivae	Maldivene
America	Amerika
Uta	Utah
Bos taurus	Storfe
Malaesia	Malaysia
Valesia	Wallis
Michael Bulgakov	Mikhail Bulgakov
Birmania	Myanmar
Nepalia	Nepal
Omania	Oman
Pakistania	Pakistan
Iacobus Bond	James Bond
Quataria	Qatar
Teniludus	Tennis
Franciscus Villon	François Villon
Arabia Saudiana	Saudi-Arabia
Andreas Tarkovskij	Andrej Tarkovskij
Taprobane	Sri Lanka
Iosephus Stalin	Josef Stalin
Syria	Syria
Plato	Platon
Gallium	Gallium
Iosephus Brodskij	Josif Brodskij
Tadzikistania	Tadsjikistan
Pokémon	Pokémon
Res publica Sinarum	Republikken Kina
YouTube	YouTube
Germanium	Germanium
Aristoteles	Aristoteles
Thailandia	Thailand
Tramen	Jernbanetog
Arsenicum	Arsen
Radiophonia	Radio
Maria Ludovica Streep	Meryl Streep
Turcomannia	Turkmenistan
Selenium	Selen
Iridium	Iridium
Phylarchiarum Arabicarum Confoederatio	De forente arabiske emirater
Bromum	Brom
Platinum	Platina
Vietnamia	Vietnam
Carolus Chaplin	Charlie Chaplin
Novosibirscum	Novosibirsk
Respublica Coreana	Sør-Korea
Iosephus Piłsudski	Józef Piłsudski
The Simpsons	Simpsons
Catharinopolis	Jekaterinburg
Krypton	Krypton
Afgania	Afghanistan
Gangnam Style	Gangnam Style
Novogardia Inferior	Nizjnij Novgorod
Iohannes Raginualdus Raguel Tolkien	J. R. R. Tolkien
Limonata	Limonade
Samara (Russia)	Samara
Rubidium	Rubidium
Aurum	Gull
Omium	Omsk
Canalis Suesiensis	Suezkanalen
Casanum	Kazan
Bangladesha	Bangladesh
Bleach (manga)	Bleach (manga)
Franciscus Kafka	Franz Kafka
Celiabinsca	Tsjeljabinsk
Rostovia ad Tanaim	Rostov-na-Donu
Georgius Ludovicus Borges	Jorge Luis Borges
Ufa	Ufa (by)
Malium	Mali
Socrates	Sokrates
Volgogradum	Volgograd
Angolia	Angola
Permia	Perm (by)
Butania	Bhutan
Twitter	Twitter
Crasnoiarium	Krasnojarsk
Bruneium	Brunei
Bretia	Brač
Tanzania	Tanzania
Hydrargyrum	Kvikksølv
Rodoaldus Amundsen	Roald Amundsen
Henricus Mulisch	Harry Mulisch
Philippinae	Filippinene
Respublica Africae Mediae	Den sentralafrikanske republikk
Thallium	Thallium
Polus Australis	Sydpolen
Polus arcticus	Nordpolen
Isaacus Newtonus	Isaac Newton
Albertus Einstein	Albert Einstein
Strontium	Strontium
Petrus I (imperator Brasiliae)	Pedro I av Brasil
Yttrium	Yttrium
Bisemutum	Vismut
Gilvus	Gul
Mechanica quantica	Kvantemekanikk
Togum	Togo
Donaldus Tusk	Donald Tusk
Tunesia	Tunisia
Ioannes Bardeen	John Bardeen
Zambia	Zambia
Zimbabua	Zimbabwe
Pechinum	Beijing
Sudania Australis	Sør-Sudan
Vladivostokium	Vladivostok
Tuva	Tuva (republikk)
Beninum	Benin
Botswana	Botswana
Vicinuntii	Wikinytt
Burkina Faso	Burkina Faso
Burundia	Burundi
Insulae Comorianae	Komorene
Respublica Congensis	Republikken Kongo
Obius	Ob
Res publica democratica Congensis	Den demokratiske republikken Kongo
Sanctus Antonius (Texia)	San Antonio
Tomium (urbs)	Tomsk
Gibutum	Djibouti
Memum	Mem
Polonium	Polonium
Bavaria	Bayern
Guinea Aequinoctialis	Ekvatorial-Guinea
Badenia-Virtembergia	Baden-Württemberg
Erythraea	Eritrea
Dellium Novum	New Delhi
Ioannes Paulus II	Johannes Paul II
Theodorus Dostoevskij	Fjodor Dostojevskij
Camtschatca	Kamtsjatkahalvøya
Tiphlis	Tbilisi
Andreas Sacharov	Andrej Sakharov
Infantulus	Spedbarn
Astatinum	Astat
Gabon	Gabon
Mahatma Gandhi	Mahatma Gandhi
Narratio picta	Tegneserie
Gambia	Gambia
Guinea	Guinea
Guinea Bissaviensis	Guinea-Bissau
Litus Eburneum	Elfenbenskysten
Cameronia	Kamerun
Marburgum (Slovenia)	Maribor
Res publica Capitis Viridis	Kapp Verde
Celeia	Celje
Lesothum	Lesotho
Liberia	Liberia
Iustinopolis	Koper
Libya	Libya
Aquisgranum	Aachen
Madagascaria	Madagaskar
Malavium	Malawi
Carnioburgum	Kranj
Stutgardia	Stuttgart
Mauritania	Mauritania
Poloni	Polakker
Mauritia	Mauritius
Marocum	Marokko
Mozambicum	Mosambik
Namibia	Namibia
Res publica Nigritana	Niger
Nigeria	Nigeria
Belna (Helvetia)	Biel/Bienne
Carolus Darwinius	Charles Darwin
Uganda	Uganda
Ruanda	Rwanda
Zirconium	Zirkonium
Insulae Sancti Thomae et Principis	São Tomé og Príncipe
Carolsruha	Karlsruhe
Senegalia	Senegal
Insulae Seisellenses	Seychellene
Carolus Linnaeus	Carl von Linné
Mons Leoninus	Sierra Leone
Somalia	Somalia
Niobium	Niob
Jawaharlal Nehru	Jawaharlal Nehru
Gaius Iulius Caesar	Julius Cæsar
Sudania	Sudan
Swazia	Swaziland
Caelestis arcus	Regnbue
Molybdenum	Molybden
Technetium	Technetium
Hamburgum	Hamburg
Italus Balbo	Italo Balbo
Metabolismus	Stoffskifte
Narendra Modi	Narendra Modi
Systema immunitatis	Immunforsvar
Guzarata	Gujarat
Andiatrocus Lacus	Ontariosjøen
Evolutio	Evolusjon
Alexander Manzoni	Alessandro Manzoni
Nationes Unitae	De forente nasjoner
Lacus Superior	Lake Superior
Dantes Alagherius	Dante Alighieri
Geologia	Geologi
Amedebatum	Ahmedabad
Geographia	Geografi
Cor	Hjerte
Cerebrum	Hjerne
Cutis	Hud
Color	Farge
Breaking Bad	Breaking Bad
Salernum	Salerno
Nomen substantivum	Substantiv
Praga	Praha
Ruthenium	Ruthenium
Rhodium	Rhodium
Caeruleus	Blå
Palladium	Palladium
Argentum	Sølv
Cadmium	Kadmium
Star Trek	Star Trek
Limburgum (provincia Nederlandica)	Limburg (Nederland)
Indium	Indium
Limburgum (provincia Belgica)	Limburg (Belgia)
Stannum	Tinn (grunnstoff)
Statio principalis Berolinensis	Berlin Hauptbahnhof
Uranium	Uran
Stibium	Antimon
Tellurium	Tellur
Plutonium	Plutonium
Iodum	Jod
Neptunium	Neptunium
Xenon	Xenon
Anime	Anime
Caesium	Cesium
Protactinium	Protactinium
Onus electricum	Elektrisk ladning
Barium (elementum)	Barium
Flandria Occidentalis	Vest-Flandern
Flandria Orientalis	Øst-Flandern
Thorium	Thorium
Antverpia (provincia)	Antwerpen (provins)
Brabantia Flandrensis	Flamsk Brabant
Hafnium	Hafnium
Actinium	Actinium
Tantalum	Tantal
Gulielmus Clinton	Bill Clinton
Namurcum (provincia)	Namur
Luxemburgum (provincia Belgica)	Luxembourg (belgisk provins)
Radium	Radium
Hannonia	Hainaut
Radon	Radon
Lotharingia	Lorraine
Alsatia	Alsace
Ioannes Philippus Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Mercurius (deus)	Merkur (gud)
Hector Berlioz	Hector Berlioz
Arvernia	Auvergne
Bustum Arsitium	Busto Arsizio
Mumbai	Mumbai
Andhra Pradesa	Andhra Pradesh
Arunacala Pradesa	Arunachal Pradesh
Asama	Assam
Bihara	Bihar
Michigania	Michigan
Chattisagarha	Chhattisgarh
Lacus Michiganus	Michigansjøen
Goa	Goa
Burgundia (regio Franciae)	Bourgogne
Hariyana	Haryana
Himacala Pradesa	Himachal Pradesh
Mauricius Ravel	Maurice Ravel
Aquitania (regio Franciae)	Aquitaine
Jammu et Casmiria	Jammu og Kashmir
Portus Dives	Puerto Rico
Jharakhanda	Jharkhand
Carnatica	Karnataka
Malabaria	Kerala
Madhya Pradesa	Madhya Pradesh
Usain Bolt	Usain Bolt
Lemovicensis (regio Franciae)	Limousin
Maharastra	Maharashtra
Ioannes Baptista Lully	Jean-Baptiste Lully
Manipura	Manipur
Slesvicum-Holsatia	Schleswig-Holstein
Meghalaya	Meghalaya
Megapolis-Pomerania Citerior	Mecklenburg-Vorpommern
Saxonia Inferior	Niedersachsen
Rhenania Septentrionalis-Vestfalia	Nordrhein-Westfalen
Hassia	Hessen
Rhenania-Palatinatus	Rheinland-Pfalz
Saravia	Saarland
Saxonia	Sachsen
Ioannes Lennon	John Lennon
Illinoesia	Illinois
Thuringia	Thüringen
Saxonia-Anhaltium	Sachsen-Anhalt
Dacota Septentrionalis	Nord-Dakota
Brandenburgum	Brandenburg
Urbs Hanseatica Brema	Bremen
Langobardia	Lombardia
Dacota Meridiana	Sør-Dakota
Montana	Montana
Vyomina	Wyoming
Pedemontium	Piemonte
Hierosolyma	Jerusalem
Georgius Napolitano	Giorgio Napolitano
Idahum	Idaho
Vallis Augustana	Aostadalen
Vasingtonia	Washington
Carolus Azelius Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rutherfordium	Rutherfordium
Nivata	Nevada
Anscharius Aloisius Scalfaro	Oscar Luigi Scalfaro
Tanais	Don
Franciscus Cossiga	Francesco Cossiga
Dubnium	Dubnium
Alexander Pertini	Sandro Pertini
Seaborgium	Seaborgium
Ioannes Leone	Giovanni Leone
Tridentinum-Athesia Superior/Tirolis Meridionalis	Trentino-Syd-Tirol
Iosephus Saragat	Giuseppe Saragat
Oceanus Indicus	Indiahavet
Antonius Segni	Antonio Segni
Ioannes Gronchi	Giovanni Gronchi
Aloisius Einaudi	Luigi Einaudi
Venetia (regio)	Veneto
Henricus De Nicola	Enrico De Nicola
Kosovia	Kosovo
Mare Caribaeum	Det karibiske hav
Vesulus mons	Monte Viso
Bohrium	Bohrium
Forum Iulii-Venetia Iulia	Friuli-Venezia Giulia
Hassium	Hassium
Ban Gi-mun	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria	Liguria
Boutros Boutros-Ghali	Boutros Boutros-Ghali
Meitnerium	Meitnerium
Curtius Waldheim	Kurt Waldheim
Coloratum	Colorado
Aemilia-Romania	Emilia-Romagna
Coloratum Flumen	Colorado (elv)
Darmstadtium	Darmstadtium
Dag Hammarskjöld	Dag Hammarskjöld
Fridericus Chopin	Frédéric Chopin
Roentgenium	Røntgenium
Tuscia	Toscana
Leonardus Cohen	Leonard Cohen
Copernicium	Copernicium
Marchia Anconitana	Marche
Umbria	Umbria
Categoria:Omnia	Kategori:Kategorier
Latium	Latium
Dolomiani montes	Dolomittene
Aprutium	Abruzzo
Apenninus	Appenninene
Alpes	Alpene
Iansenismus	Jansenismen
Gratianopolis	Grenoble
Blasius Pascalis	Blaise Pascal
Damicus ludus	Dam (spill)
Tremonia	Dortmund
Gandavum	Gent
Sicagum	Chicago
The Beatles	The Beatles
Ununtrium	Ununtrium
Flerovium	Flerovium
Ununpentium	Ununpentium
Livermorium	Livermorium
Ununseptium	Ununseptium
Ununoctium	Ununoctium
Novum Comum	Como
Traiectum Mosae	Maastricht
Arecanum	Arnhem
Hiems	Vinter
Ver	Vår
Aestas	Sommer
Autumnus	Høst
Aequinoctium	Jevndøgn
Saddamus Husseinus	Saddam Hussein
Usama bin Ladin	Osama bin Laden
Lingua Hispanica	Spansk
Fridericus Hayek	Friedrich Hayek
Urbs Montis Videi	Montevideo
